NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST HIGH SCHOOL,MYRTLE BEACH,SC,33.7808,-78.97168,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH INTERMEDIATE SCHOOL,MYRTLE BEACH,SC,33.71391,-78.86311,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOCASTEE ELEMENTARY,MYRTLE BEACH,SC,33.68485,-78.98599,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST MIDDLE,MYRTLE BEACH,SC,33.7808,-78.97168,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR ELEMENTARY,AYNOR,SC,34.0011,-79.19338,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,DAISY ELEMENTARY SCHOOL,LORIS,SC,33.99172,-78.86195,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,GREEN SEA FLOYDS ELEMENTARY,GREEN SEA,SC,34.14427,-79.01551,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY ELEMENTARY/PRIMARY,CONWAY,SC,33.84978,-79.04475,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH PRIMARY,MYRTLE BEACH,SC,33.71594,-78.87323,2,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH PRIMARY,N MYRTLE BEACH,SC,33.83223,-78.66375,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOUTH CONWAY ELEMENTARY SCHOOL,CONWAY,SC,33.82262,-79.07539,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS ELEMENTARY,LORIS,SC,34.04901,-78.86235,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MIDLAND ELEMENTARY SCHOOL,GALIVANTS FERRY,SC,34.02048,-79.15507,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH ELEMENTARY SCHOOL,MYRTLE BEACH,SC,33.71246,-78.86472,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NO. MYRTLE BEACH MIDDLE,LITTLE RIVER,SC,33.85306,-78.68057,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,HOMEWOOD ELEMENTARY SCHOOL,CONWAY,SC,33.867,-79.0535,2,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,KINGSTON ELEMENTARY SCHOOL,CONWAY,SC,33.8736,-78.97828,2,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,WACCAMAW ELEMENTARY SCHOOL,CONWAY,SC,33.81404,-79.02246,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,PEE DEE ELEMENTARY,CONWAY,SC,33.83877,-79.12735,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LAKEWOOD ELEMENTARY SCHOOL,MYRTLE BEACH,SC,33.64872,-78.94856,2,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY MIDDLE SCHOOL,CONWAY,SC,33.84365,-79.05512,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS MIDDLE SCHOOL,LORIS,SC,34.06451,-78.89207,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOCASTEE HIGH SCHOOL,MYRTLE BEACH,SC,33.68499,-78.98504,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH HIGH SCHOOL,MYRTLE BEACH,SC,33.71931,-78.8697,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,GREEN SEA FLOYDS HIGH,GREEN SEA,SC,34.15224,-79.02807,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY HIGH SCHOOL,CONWAY,SC,33.85115,-79.07346,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS HIGH SCHOOL,LORIS,SC,34.04455,-78.86529,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH HIGH SCHOOL,LITTLE RIVER,SC,33.85731,-78.66059,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR HIGH SCHOOL,AYNOR,SC,33.99294,-79.20736,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ACADEMY FOR ARTS SCIENCE & TEC,MYRTLE BEACH,SC,33.75461,-78.8228,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,THE CAREER CENTER,CONWAY,SC,33.8767,-79.09905,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,PALMETTO BAYS ELEMENTARY,MYRTLE BEACH,SC,33.72565,-79.02403,2,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR MIDDLE SCHOOL,AYNOR,SC,33.9986,-79.21421,8,42,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SAINT JAMES HIGH,MURRELLS INLET,SC,33.60537,-79.05718,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH INTERMEDIATE,LITTLE RIVER,SC,33.84694,-78.68464,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,BRIDGEWATER ACADEMY (CHARTER),MYRTLE BEACH,SC,33.7193,-78.93203,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,THE ACADEMY FOR TECHNOLOGY AND ACADEMICS,CONWAY,SC,33.9346,-79.0334,2,41,3,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,WHITTEMORE PARK MIDDLE,CONWAY,SC,33.83625,-79.06929,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH MIDDLE SCHOOL,MYRTLE BEACH,SC,33.71585,-78.86478,2,13,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ST. JAMES ELEMENTARY SCHOOL,MYRTLE BEACH,SC,33.62297,-79.03369,4,22,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,FORESTBROOK ELEMENTARY SCHOOL,MYRTLE BEACH,SC,33.70727,-78.98508,2,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,ST. JAMES MIDDLE SCHOOL,MYRTLE BEACH,SC,33.6129,-79.01891,8,41,1,,,
4.50249E+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH ELEMENTARY,LITTLE RIVER,SC,33.84694,-78.68464,4,22,1,,,
4.50252E+11,4502520,JASPER COUNTY SCHOOL DISTRICT,JASPER COUNTY HIGH SCHOOL,RIDGELAND,SC,32.4868,-80.9847,6,41,1,,,
4.50252E+11,4502520,JASPER COUNTY SCHOOL DISTRICT,WEST HARDEEVILLE ELEMENTARY,HARDEEVILLE,SC,32.297,-81.0972,7,42,1,,,
4.50252E+11,4502520,JASPER COUNTY SCHOOL DISTRICT,RIDGELAND ELEMENTARY,RIDGELAND,SC,32.5081,-80.951,6,41,1,,,
4.50252E+11,4502520,JASPER COUNTY SCHOOL DISTRICT,RIDGELAND MIDDLE,RIDGELAND,SC,32.49937,-80.94282,7,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,WATEREE ELEMENTARY,LUGOFF,SC,34.21297,-80.7285,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LESLIE M. STOVER MIDDLE SCHOOL,ELGIN,SC,34.18046,-80.78886,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BARON-DEKALB ELEMENTARY,CAMDEN,SC,34.40155,-80.69213,8,42,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BETHUNE ELEMENTARY SCHOOL,BETHUNE,SC,34.41201,-80.34208,8,43,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,BLANEY ELEMENTARY SCHOOL,ELGIN,SC,34.18355,-80.78695,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,JACKSON SCHOOL,CAMDEN,SC,34.24627,-80.61148,4,31,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELEMENTARY,LUGOFF,SC,34.22666,-80.6941,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,MIDWAY ELEMENTARY,CASSATT,SC,34.35012,-80.49475,8,42,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,MT PISGAH ELEMENTARY SCHOOL,KERSHAW,SC,34.55309,-80.44904,8,43,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,PINE TREE HILL EL,CAMDEN,SC,34.25104,-80.5862,4,31,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELGIN MIDDLE,LUGOFF,SC,34.2166,-80.70146,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,LUGOFF ELGIN HIGH SCHOOL,LUGOFF,SC,34.215,-80.70599,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN HIGH SCHOOL,CAMDEN,SC,34.24076,-80.61752,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,APPLIED TECH ED CAMPUS,CAMDEN,SC,34.29072,-80.55845,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,DOBY'S MILL ELEMENTARY,ELGIN,SC,34.1494,-80.72674,8,41,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,NORTH CENTRL MIDDLE,KERSHAW,SC,34.42953,-80.53737,8,42,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN MIDDLE SCHOOL,CAMDEN,SC,34.25195,-80.60458,4,31,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,CAMDEN ELEMENTARY OF CREATIVE ARTS,CAMDEN,SC,34.25057,-80.60338,4,31,1,,,
4.50255E+11,4502550,KERSHAW COUNTY SCHOOL DISTRICT,NORTH CENTRAL HIGH SCHOOL,KERSHAW,SC,34.42906,-80.52985,8,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD MIDDLE SCHOOL,LANCASTER,SC,34.76024,-80.62976,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,DISCOVERY SCHOOL OF LANCASTER,LANCASTER,SC,34.71911,-80.77325,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,SOUTH SIDE SCHOOL,LANCASTER,SC,34.71258,-80.75677,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BROOKLYN SPRINGS ELEMENTARY,LANCASTER,SC,34.70093,-80.78141,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD ELEMENTARY SCHOOL,LANCASTER,SC,34.76078,-80.62967,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,CLINTON ELEMENTARY,LANCASTER,SC,34.72759,-80.76783,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ERWIN ELEMENTARY SCHOOL,LANCASTER,SC,34.69799,-80.80644,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,HEATH SPRINGS ELEMENTARY,HEATH SPRINGS,SC,34.60219,-80.68171,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,INDIAN LAND ELEMENTARY,FORT MILL,SC,34.95596,-80.86008,7,41,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,KERSHAW ELEMENTARY SCHOOL,KERSHAW,SC,34.55334,-80.59001,7,43,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,MCDONALD GREEN EL,LANCASTER,SC,34.64202,-80.76803,7,41,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ANDREW JACKSON MIDDLE SCHOOL,KERSHAW,SC,34.57166,-80.61466,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,ANDREW JACKSON HIGH SCHOOL,KERSHAW,SC,34.57097,-80.61233,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,INDIAN LAND HIGH SCHOOL,FORT MILL,SC,34.9549,-80.85247,7,41,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,LANCASTER HIGH SCHOOL,LANCASTER,SC,34.72498,-80.77934,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,LANCASTER A V C,LANCASTER,SC,,,N,N,2,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,A.R. RUCKER MIDDLE,LANCASTER,SC,34.72627,-80.7625,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,BUFORD HIGH SCHOOL,LANCASTER,SC,34.76093,-80.62064,7,42,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,NORTH ELEMENTARY SCHOOL,LANCASTER,SC,34.7329,-80.7799,6,32,1,,,
4.50258E+11,4502580,LANCASTER COUNTY SCHOOL DISTRICT,SOUTH MIDDLE SCHOOL,LANCASTER,SC,34.70305,-80.78015,6,32,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,WATERLOO ELEMENTARY SCHOOL,WATERLOO,SC,34.36817,-82.05104,8,42,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,HICKORY TAVERN MIDDLE,GRAY COURT,SC,34.51498,-82.18582,8,42,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,FORD ELEMENTARY,LAURENS,SC,34.5215,-81.99617,4,32,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,GRAY COURT-OWINGS ELEMENTARY,GRAY COURT,SC,34.62402,-82.12776,8,41,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,HICKORY TAVERN ELEMENTARY,GRAY COURT,SC,34.51498,-82.18582,8,42,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,E B MORSE ELEMENTARY,LAURENS,SC,34.48844,-82.0407,4,32,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS ELEMENTARY,LAURENS,SC,34.51477,-82.03796,8,41,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,PLEASANT VIEW PRIMARY,GRAY COURT,SC,34.6071,-82.1136,8,42,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,SANDERS ELEMENTARY,LAURENS,SC,34.4898,-82.00891,4,32,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS JR HIGH SCHOOL,LAURENS,SC,34.49362,-82.03639,4,32,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,LAURENS DISTRICT 55 HIGH SCHOOL,LAURENS,SC,34.50456,-82.0763,4,41,1,,,
4.50261E+11,4502610,LAURENS COUNTY SCHOOL DISTRICT 55,PLEASANT VIEW MONTESSORI SCHOOL,GRAY COURT,SC,,,N,N,2,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,M S BAILEY ELEMENTARY SCHOOL,CLINTON,SC,34.48018,-81.88301,4,32,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,CLINTON ELEMENTARY SCHOOL,CLINTON,SC,34.45411,-81.88263,4,32,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,JOANNA-WOODSON ELEMENTARY,JOANNA,SC,34.40621,-81.81232,8,42,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,CLINTON HIGH SCHOOL,CLINTON,SC,34.4814,-81.8636,4,41,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,BELL STREET MIDDLE SCHOOL,CLINTON,SC,34.41766,-81.91389,4,41,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,MARTHA DENDY SCHOOL,CLINTON,SC,34.4751,-81.8933,4,32,1,,,
4.50264E+11,4502640,LAURENS COUNTY SCHOOL DISTRICT 56,EASTSIDE ELEMENTARY,CLINTON,SC,34.46589,-81.85353,4,41,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,LEE CENTRAL HIGH,BISHOPVILLE,SC,34.17931,-80.20948,6,42,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,BISHOPVILLE PRIMARY SCHOOL,BISHOPVILLE,SC,34.225,-80.24279,6,32,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,LOWER LEE ELEMENTARY,MAYESVILLE,SC,34.08542,-80.22558,7,42,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,WEST LEE SCHOOL,REMBERT,SC,34.1555,-80.3577,7,42,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,MOUNT PLEASANT HIGH SCHOOL,ELLIOTT,SC,34.09287,-80.16176,7,42,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,LEE COUNTY CAREER/TECH CENTER,BISHOPVILLE,SC,34.22585,-80.25143,6,32,1,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,MARY L. DINKINS HIGHER LEARNING ACADEMY,BISHOPVILLE,SC,34.2285,-80.2374,7,41,3,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,DENNIS INTERMEDIATE SCHOOL,BISHOPVILLE,SC,,,6,N,7,,,
4.50267E+11,4502670,LEE COUNTY SCHOOL DISTRICT,DENNIS INTERMEDIATE,BISHOPVILLE,SC,34.22697,-80.25053,6,32,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,SAXE GOTHA ELEMENTARY,LEXINGTON,SC,33.91628,-81.21765,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL MIDDLE SCHOOL,W. COLUMBIA,SC,33.94143,-81.18732,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT MIDDLE SCHOOL,GILBERT,SC,33.91991,-81.39246,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,MIDWAY ELEMENTARY SCHOOL,LEXINGTON,SC,34.01987,-81.20393,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LAKE MURRAY ELEMENTARY SCHOOL,LEXINGTON,SC,33.98619,-81.29048,8,41,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL HIGH SCHOOL,LEXINGTON,SC,33.90811,-81.22298,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION MIDDLE,PELION,SC,33.76425,-81.24942,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT PRIMARY,GILBERT,SC,33.91915,-81.39359,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT ELEMENTARY SCHOOL,GILBERT,SC,33.91915,-81.39359,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON ELEMENTARY SCHOOL,LEXINGTON,SC,33.98736,-81.23094,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION ELEMENTARY SCHOOL,PELION,SC,33.75247,-81.25528,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,OAK GROVE ELEMENTARY SCHOOL,LEXINGTON,SC,33.98572,-81.15669,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON HIGH SCHOOL,LEXINGTON,SC,33.97963,-81.30797,8,41,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PELION HIGH SCHOOL,PELION,SC,33.76425,-81.24942,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,GILBERT HIGH SCHOOL,GILBERT,SC,33.92367,-81.39333,8,42,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON APPLIED TECH CTR,LEXINGTON,SC,33.97985,-81.30507,8,41,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PLEASANT HILL ELEMENTARY SCHOOL,LEXINGTON,SC,,,8,N,7,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,PLEASANT HILL MIDDLE SCHOOL,LEXINGTON,SC,,,8,N,7,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON INTERMEDIATE SCHOOL,LEXINGTON,SC,33.98237,-81.24641,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,LEXINGTON MIDDLE SCHOOL,LEXINGTON,SC,33.99067,-81.2329,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,RED BANK ELEMENTARY SCHOOL,LEXINGTON,SC,33.94064,-81.22649,4,21,1,,,
4.5027E+11,4502700,LEXINGTON COUNTY SCHOOL DISTRICT 01,WHITE KNOLL ELEMENTARY SCHOOL,WEST COLUMBIA,SC,33.94269,-81.18723,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CONGAREE/WOOD EARLY CHILDHOOD,WEST COLUMBIA,SC,33.91018,-81.10652,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,B C GRAMMAR SCHOOL NO. 1,WEST COLUMBIA,SC,33.98473,-81.09305,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,R EARLE DAVIS EL,CAYCE,SC,33.95354,-81.07562,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CONGAREE ELEMENTARY SCHOOL,WEST COLUMBIA,SC,33.91191,-81.13179,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,GEORGE I PAIR JR ELEMENTARY,WEST COLUMBIA,SC,33.96733,-81.09505,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,PINEVIEW ELEMENTARY,WEST COLUMBIA,SC,33.99787,-81.12353,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,SALUDA RIVER ELEMENTARY,WEST COLUMBIA,SC,34.00111,-81.08552,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,SPRINGDALE ELEMENTARY SCHOOL,WEST COLUMBIA,SC,33.96634,-81.12257,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CLAUDE A TAYLOR ELEMENTARY,CAYCE,SC,33.96758,-81.06664,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,HERBERT A WOOD ELEMEMTARU SCHOOL,WEST COLUMBIA,SC,33.91018,-81.10652,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,AIRPORT HIGH SCHOOL,WEST COLUMBIA,SC,33.9514,-81.10412,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,BROOKLAND CAYCE HIGH SCHOOL,CAYCE,SC,33.98241,-81.05541,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,CYRIL B BUSBEE CREATIVE ARTS ACADEMY,CAYCE,SC,33.96739,-81.06669,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,NORTHSIDE MIDDLE,WEST COLUMBIA,SC,34.00001,-81.09783,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,PINE RIDGE MIDDLE SCHOOL,WEST COLUMBIA,SC,33.91018,-81.10654,4,21,1,,,
4.50273E+11,4502730,LEXINGTON COUNTY SCHOOL DISTRICT 02,R H FULMER MIDDLE SCHOOL,WEST COLUMBIA,SC,33.94893,-81.10904,4,21,1,,,
4.50276E+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE ELEMENTARY,LEESVILLE,SC,33.90649,-81.51113,8,32,1,,,
4.50276E+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE PRIMARY,BATESBURG,SC,33.93315,-81.53753,4,41,1,,,
4.50276E+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG-LEESVILLE HIGH,BATESBURG,SC,33.92382,-81.53673,4,41,1,,,
4.50276E+11,4502760,LEXINGTON COUNTY SCHOOL DISTRICT 03,BATESBURG LEESVILLE MID,BATESBURG,SC,33.9027,-81.519,4,41,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS ELEMENTARY,SWANSEA,SC,33.76825,-81.09191,8,42,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS INTERMEDIATE,SWANSEA,SC,33.76859,-81.09215,8,42,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,FRANCIS F. MACK ELEMENTARY,GASTON,SC,33.82025,-81.09444,8,41,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SWANSEA ELEMENTARY SCHOOL,SWANSEA,SC,33.74229,-81.10938,8,42,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SANDHILLS MIDDLE,GASTON,SC,33.81266,-81.13889,8,41,1,,,
4.50279E+11,4502790,LEXINGTON COUNTY SCHOOL DISTRICT 04,SWANSEA HIGH SCHOOL,SWANSEA,SC,33.73731,-81.09495,8,42,1,,,
