NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GRANARD MIDDLE SCHOOL,GAFFNEY,SC,35.07429,-81.66941,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,LIMESTONE/CENTRAL ELEMENTARY,GAFFNEY,SC,35.04673,-81.67408,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,CHEROKEE VOCATIONAL CENTER,GAFFNEY,SC,35.08021,-81.60415,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GRASSY POND ELEMENTARY,GAFFNEY,SC,35.13261,-81.6675,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,NORTHWEST ELEMENTARY,GAFFNEY,SC,35.10307,-81.76678,7,41,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,GAFFNEY MIDDLE SCHOOL,GAFFNEY,SC,35.06774,-81.6422,6,31,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG PRIMARY SCHOOL,BLACKSBURG,SC,35.12788,-81.49795,7,42,1,,,
4.5015E+11,4501500,CHEROKEE COUNTY SCHOOL DISTRICT,BLACKSBURG ELEMENTARY,BLACKSBURG,SC,35.11522,-81.51701,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF INQUIRY,CHESTER,SC,34.71093,-81.17873,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS ELEMENTARY,GREAT FALLS,SC,34.56994,-80.8906,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE ELEMENTARY SCHOOL,RICHBURG,SC,34.71972,-81.00086,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER SENIOR HIGH SCHOOL,CHESTER,SC,34.68972,-81.20291,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER MIDDLE SCHOOL,CHESTER,SC,34.71967,-81.17495,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS HIGH SCHOOL,GREAT FALLS,SC,34.57679,-80.91706,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE HIGH SCHOOL,RICHBURG,SC,34.71898,-81.00301,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER COUNTY CAREER CENTER,CHESTER,SC,34.68964,-81.20325,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,GREAT FALLS MIDDLE,GREAT FALLS,SC,34.57683,-80.917,7,42,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,THE ACADEMY FOR TEACHING AND LEARNING,CHESTER,SC,,,6,N,7,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF FINE ARTS,CHESTER,SC,34.71093,-81.17873,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,CHESTER PARK ELEMENTARY OF LITERACY,CHESTER,SC,34.71093,-81.17873,6,41,1,,,
4.50153E+11,4501530,CHESTER COUNTY SCHOOL DISTRICT,LEWISVILLE MIDDLE,RICHBURG,SC,34.71863,-81.01026,7,42,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW INTERMEDIATE SCHOOL,CHERAW,SC,34.69243,-79.90751,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW PRIMARY SCHOOL,CHERAW,SC,34.69697,-79.894,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,EDWARDS ELEMENTARY SCHOOL,CHESTERFIELD,SC,34.7323,-80.08802,7,42,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,JEFFERSON ELEMENTARY SCHOOL,JEFFERSON,SC,34.59445,-80.4151,7,43,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PETERSBURG PRIMARY SCHOOL,PAGELAND,SC,34.77993,-80.40249,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,MCBEE ELEMENTARY,MCBEE,SC,34.46135,-80.25635,7,42,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PLAINVIEW ELEMENTARY SCHOOL,PATRICK,SC,34.58799,-80.05068,7,42,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,RUBY ELEMENTARY,RUBY,SC,34.73999,-80.18603,7,43,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHERAW HIGH SCHOOL,CHERAW,SC,34.6939,-79.91287,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHESTERFIELD HIGH SCHOOL,CHERAW,SC,34.69594,-79.90658,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,LONG MIDDLE SCHOOL,CHERAW,SC,34.69594,-79.90658,6,32,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,MCBEE HIGH SCHOOL,MCBEE,SC,34.46778,-80.2537,7,42,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CENTRAL HIGH SCHOOL,PAGELAND,SC,34.75567,-80.35687,6,41,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,NEW HEIGHTS MIDDLE SCHOOL,PAGELAND,SC,34.76945,-80.4006,7,41,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,PAGELAND ELEMENTARY SCHOOL,PAGELAND,SC,34.76945,-80.4006,7,41,1,,,
4.50156E+11,4501560,CHESTERFIELD COUNTY SCHOOL DISTRICT,CHESTERFIELD RUBY MIDDLE SCHOOL,CHESTERFIELD,SC,34.7323,-80.08802,7,42,1,,,
4.5016E+11,4501600,F E DUBOSE CAREER CENTER,F E DUBOSE VOC CTR,MANNING,SC,33.6446,-80.2141,6,41,1,,,
4.50174E+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,SCOTT'S BRANCH MIDDLE,SUMMERTON,SC,33.5807,-80.3571,7,42,1,,,
4.50174E+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,ST. PAUL PRIMARY,SUMMERTON,SC,33.59705,-80.37955,7,42,1,,,
4.50174E+11,4501740,CLARENDON COUNTY SCHOOL DISTRICT 01,SCOTTS BRANCH HIGH,SUMMERTON,SC,33.5951,-80.37,7,42,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING PRIMARY SCHOOL,MANNING,SC,33.69742,-80.21366,6,32,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING JR. HIGH SCHOOL,MANNING,SC,33.6959,-80.21894,6,32,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING HIGH SCHOOL,MANNING,SC,33.6974,-80.229,6,32,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,THE PHOENIX CENTER,ANNIN,SC,33.6446,-80.2141,6,41,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING EARLY CHILDHOOD CENTER,MANNING,SC,33.68896,-80.10639,6,42,1,,,
4.50177E+11,4501770,CLARENDON COUNTY SCHOOL DISTRICT 02,MANNING ELEMENTARY,MANNING,SC,33.6959,-80.21894,6,32,1,,,
4.5018E+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,WALKER GAMBLE ELEMENTARY,NEW ZION,SC,33.95486,-79.95588,7,42,1,,,
4.5018E+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,EAST CLARENDON HIGH SCHOOL,TURBEVILLE,SC,33.88538,-80.01926,7,42,1,,,
4.5018E+11,4501800,CLARENDON COUNTY SCHOOL DISTRICT 03,EAST CLARENDON MIDDLE SCHOOL,TURBEVILLE,SC,33.8847,-80.0192,7,42,3,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,NORTHSIDE ELEMENTARY SCHOOL,WALTERBORO,SC,32.94714,-80.61638,6,41,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,BELLS ELEMENTARY,RUFFIN,SC,32.97879,-80.85044,7,43,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,BLACK STREET ELEMENTARY SCHOOL,WALTERBORO,SC,32.89257,-80.64747,7,32,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,FOREST CIRCLE MIDDLE SCHOOL,WALTERBORO,SC,32.91765,-80.67902,6,32,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COTTAGEVILLE ELEMENTARY SCHOOL,COTTAGEVILLE,SC,32.93416,-80.48209,7,42,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,FOREST HILLS ELEMENTARY,WALTERBORO,SC,32.91205,-80.6737,6,32,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,RUFFIN MIDDLE SCHOOL,SMOAKS,SC,33.09146,-80.79852,7,43,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COLLETON MIDDLE,WALTERBORO,SC,32.91306,-80.649,6,32,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,COLLETON COUNTY HIGH,WALTERBORO,SC,32.93429,-80.65819,6,41,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,THUNDERBOLT CAREER AND TECHNOLGY,WALTERBORO,SC,32.93633,-80.63017,6,41,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,HENDERSONVILLE ELEMENTARY,WALTERBORO,SC,32.8044,-80.71539,7,42,1,,,
4.50183E+11,4501830,COLLETON COUNTY SCHOOL DISTRICT,EDISTO BEACH ELEMENTARY,EDISTO BEACH,SC,32.48188,-80.33523,7,43,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,DARLINGTON HIGH SCHOOL,DARLINGTON,SC,34.31877,-79.87695,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,DARLINGTON JR. HIGH SCHOOL,DARLINGTON,SC,34.28941,-79.87056,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SOUTHSIDE EARLY CHILDHOOD CENTER,HARTSVILLE,SC,34.34854,-80.08087,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,MAYO HIGH,DARLINGTON,SC,34.2925,-79.86908,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,BROCKINGTON ELEMENTARY SCHOOL,DARLINGTON,SC,34.28637,-79.88744,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,J L CAIN ELEMENTARY,DARLINGTON,SC,34.29188,-79.86054,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,CAROLINA ELEMENTARY SCHOOL,HARTSVILLE,SC,34.36785,-80.08961,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,LAMAR ELEMENTARY,LAMAR,SC,34.17095,-80.0596,8,42,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,NORTH HARTSVILLE ELEMENTARY,HARTSVILLE,SC,34.392,-80.07658,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,PATE ELEMENTARY,DARLINGTON,SC,34.29056,-79.88665,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,ROSENWALD/ST DAVID'S ELEMENTARY,SOCIETY HILL,SC,34.50426,-79.85161,8,42,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SPAULDING ELEMENTARY SCHOOL,LAMAR,SC,34.16555,-80.06317,8,42,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,BRUNSON-DARGAN ELEMENTARY,DARLINGTON,SC,34.30631,-79.87976,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,ST. JOHN'S ELEMENTARY,DARLINGTON,SC,34.30428,-79.87511,4,31,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,THORNWELL ELEMENTARY,HARTSVILLE,SC,34.38039,-80.06175,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,WEST HARTSVILLE ELEMENTARY,HARTSVILLE,SC,34.35642,-80.14049,8,41,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,WASHINGTON STREET ELEMENTARY,HARTSVILLE,SC,34.36116,-80.07525,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,HARTSVILLE JR HIGH SCHOOL,HARTSVILLE,SC,34.37033,-80.0834,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,HARTSVILLE HIGH SCHOOL,HARTSVILLE,SC,34.36174,-80.08636,4,32,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,LAMAR HIGH SCHOOL,LAMAR,SC,34.17098,-80.05958,8,42,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,SPAULDING JR HIGH,LAMAR,SC,34.17121,-80.06483,8,42,1,,,
4.50186E+11,4501860,DARLINGTON COUNTY SCHOOL DISTRICT,CHOICES SCHOOL,FLORENCE,SC,34.16868,-79.7828,2,13,1,,,
4.50187E+11,4501870,DILLON COUNTY TECHNOLGY CENTER,DILLON COUNTY APPLIED TECH CTR,DILLON,SC,34.40744,-79.35128,6,32,1,,,
4.50189E+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW ELEMENTARY,LAKE VIEW,SC,34.33062,-79.16804,7,42,1,,,
4.50189E+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW MIDDLE,LAKE VIEW,SC,34.32961,-79.16839,7,42,1,,,
4.50189E+11,4501890,DILLON COUNTY SCHOOL DISTRICT 01,LAKE VIEW HIGH SCHOOL,LAKE VIEW,SC,34.34311,-79.16259,7,42,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,EAST ELEMENTARY,DILLON,SC,34.41355,-79.36318,6,32,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,SOUTH ELEMENTARY,DILLON,SC,34.40632,-79.36868,7,32,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,GORDON ELEMENTARY,DILLON,SC,34.40178,-79.35808,7,32,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,STEWART HEIGHTS ELEMENTARY,DILLON,SC,34.42333,-79.38364,6,32,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,DILLON HIGH SCHOOL,DILLON,SC,34.43524,-79.35707,7,41,1,,,
4.50192E+11,4501920,DILLON COUNTY SCHOOL DISTRICT 02,J. V. MARTIN JR. HIGH,DILLON,SC,34.42009,-79.3735,6,32,1,,,
4.50195E+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA ELEMENTARY,LATTA,SC,34.33223,-79.42614,7,42,1,,,
4.50195E+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA MIDDLE,LATTA,SC,34.34163,-79.42795,7,42,1,,,
4.50195E+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA HIGH SCHOOL,LATTA,SC,34.34192,-79.42773,7,42,1,,,
4.50195E+11,4501950,DILLON COUNTY SCHOOL DISTRICT 03,LATTA EARLY CHILDHOOD CENTER,LATTA,SC,34.33207,-79.42629,7,42,1,,,
4.50199E+11,4501990,DORCHESTER CAREER SCHOOL,DORCHESTER CO CAREER SCHOOL,DORCHESTER,SC,33.14746,-80.38763,8,42,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FORT DORCHESTER HIGH,N. CHARLESTON,SC,32.91831,-80.10206,2,13,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,BEECH HILL ELEMENTARY,SUMMERVILLE,SC,32.9485,-80.24371,8,41,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,GREGG MIDDLE SCHOOL,SUMMERVILLE,SC,32.9889,-80.22098,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,KNIGHTSVILLE ELEMENTARY,SUMMERVILLE,SC,33.03336,-80.24613,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SUMMERVILLE ELEMENTARY SCHOOL,SUMMERVILLE,SC,33.011,-80.18246,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SPANN ELEMENTARY SCHOOL,SUMMERVILLE,SC,33.00444,-80.18338,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,ROLLINGS MIDDLE SCHOOL OF THE ARTS,SUMMERVILLE,SC,33.01121,-80.18219,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,NEWINGTON ELEMENTARY SCHOOL,SUMMERVILLE,SC,32.99163,-80.20271,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,SUMMERVILLE HIGH SCHOOL,SUMMERVILLE,SC,32.99704,-80.21788,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,ALSTON MIDDLE SCHOOL,SUMMERVILLE,SC,33.03159,-80.1818,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FORT DORCHESTER ELEMENTARY,N. CHARLESTON,SC,32.9203,-80.1165,2,41,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,EAGLE NEST ELEMENTARY SCHOOL,CHARLESTON,SC,,,4,N,7,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,JAMES ACADEMY OF EXCELLENCE (CHARTER),N. CHARLESTON,SC,,,N,N,2,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,FLOWERTOWN ELEMENTARY,SUMMERVILLE,SC,32.99167,-80.20262,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,CHARLES B DUBOSE MIDDLE,SUMMERVILLE,SC,33.03388,-80.24641,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,OAKBROOK ELEMENTARY SCHOOL,LADSON,SC,32.9626,-80.1353,4,41,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,OAKBROOK MIDDLE SCHOOL,LADSON,SC,32.95982,-80.13308,4,21,1,,,
4.50201E+11,4502010,DORCHESTER COUNTY SCHOOL DISTRICT 02,WINDSOR HILL ELEMENTARY,NO CHARLESTON,SC,32.93392,-80.10097,4,21,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,JOHNSON-EDGEFIELD-TRENTON MIDDLE SC,JOHNSTON,SC,33.80781,-81.85494,8,42,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,MERRIWETHER MIDDLE SCHOOL,NORTH AUGUSTA,SC,33.58715,-81.96126,8,41,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,DOUGLAS ELEMENTARY SCHOOL,TRENTON,SC,33.73413,-81.83358,8,42,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,W. E. PARKER ELEMENTARY,EDGEFIELD,SC,33.80317,-81.92675,8,41,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,MERRIWETHER ELEMENTARY,NORTH AUGUSTA,SC,33.58216,-81.99119,8,41,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,JOHNSTON ELEMENTARY,JOHNSTON,SC,33.83951,-81.80947,8,42,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,STROM THURMOND HIGH SCHOOL,JOHNSTON,SC,33.80861,-81.85252,8,42,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,FOX CREEK HIGH SCHOOL,N. AUGUSTA,SC,33.60105,-82.01335,8,41,1,,,
4.50207E+11,4502070,EDGEFIELD COUNTY SCHOOL DISTRICT,STROM THURMOND CAREER CENTER,JOHNSTON,SC,33.81253,-81.86358,8,42,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,KELLY MILLER ELEMENTARY,WINNSBORO,SC,34.31805,-81.12526,4,42,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,MCCROREY-LISTON ELEMENTARY,BLAIR,SC,34.38036,-81.29227,8,42,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,GEIGER ELEMENTARY,RIDGEWAY,SC,34.30095,-80.95595,8,42,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD MIDDLE SCHOOL,WINNSBORO,SC,34.36077,-81.0992,4,41,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,GORDAN EARLY LEARNING CHILDHOOD,WINNSBORO,SC,34.38313,-81.09646,4,32,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD CAREER & TEC CTR.,WINNSBORO,SC,34.41698,-81.11024,4,41,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD CENTRAL HIGH SCHOOL,WINNSBORO,SC,34.35949,-81.09841,4,41,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD PRIMARY SCHOOL,WINNSBORO,SC,34.40352,-81.1028,4,41,1,,,
4.5021E+11,4502100,FAIRFIELD COUNTY SCHOOL DISTRCT,FAIRFIELD INTERMEDIATE,WINNSBORO,SC,34.39573,-81.10214,4,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,HENRY L. SNEED MIDDLE SCHOOL,FLORENCE,SC,34.17463,-79.85267,4,23,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,BRIGGS ELEMENTARY SCHOOL,FLORENCE,SC,34.17647,-79.7811,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,CARVER ELEMENTARY SCHOOL,FLORENCE,SC,34.2031,-79.79982,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,DELMAE HEIGHTS ELEMENTARY,FLORENCE,SC,34.1711,-79.81801,4,23,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,GREENWOOD ELEMENTARY,FLORENCE,SC,34.14406,-79.72999,4,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,NORTH VISTA ELEMENTARY,FLORENCE,SC,34.21172,-79.76603,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,ROYALL ELEMENTARY SCHOOL,FLORENCE,SC,34.18696,-79.79181,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SAVANNAH GROVE ELEMENTARY,EFFINGHAM,SC,34.14905,-79.82878,8,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,HENRY TIMROD ELEMENTARY SCHOOL,FLORENCE,SC,34.22977,-79.70575,8,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WALLACE GREGG ELEMENTARY,FLORENCE,SC,34.1871,-79.65673,4,23,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,MOORE INTERMEDIATE SCHOOL,FLORENCE,SC,34.17823,-79.7903,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SOUTH FLORENCE HIGH,FLORENCE,SC,34.11604,-79.78143,8,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WILLIAMS MIDDLE SCHOOL,FLORENCE,SC,34.21201,-79.76607,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WILSON SENIOR HIGH SCHOOL,FLORENCE,SC,34.22374,-79.7246,4,23,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,WEST FLORENCE HIGH SCHOOL,FLORENCE,SC,34.19235,-79.82512,2,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,FLORENCE CAREER CENTER,FLORENCE,SC,34.13385,-79.77246,8,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,PALMETTO YOUTH ACADEMY,FLORENCE,SC,34.22,-79.7749,4,23,3,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,MCLAURIN ELEMENTARY,FLORENCE,SC,34.17777,-79.74507,4,13,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,THEODORE LESTER ELEMENTARY SCHOOL,FLORENCE,SC,34.19719,-79.69921,4,23,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,DEWEY CARTER ELEMENTARY,EFFINGHAM,SC,34.09249,-79.77312,8,41,1,,,
4.50213E+11,4502130,FLORENCE COUNTY SCHOOL DISTRICT 01,SOUTHSIDE MIDDLE,FLORENCE,SC,34.13366,-79.77081,8,41,1,,,
4.50216E+11,4502160,FLORENCE COUNTY SCHOOL DISTRICT 02,HANNAH-PAMPLICO HIGH SCHOOL,PAMPLICO,SC,33.94546,-79.54954,8,42,1,,,
4.50216E+11,4502160,FLORENCE COUNTY SCHOOL DISTRICT 02,HANNAH-PAMPLICO EL/MIDDLE,PAMPLICO,SC,33.94306,-79.54788,8,42,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,MAIN STREET ELEMENTARY,LAKE CITY,SC,33.87072,-79.749,4,32,1,,,
4.50219E+11,4502190,FLORENCE COUNTY SCHOOL DISTRICT 03,J. PAUL TRULUCK MIDDLE,LAKE CITY,SC,33.87516,-79.76454,4,32,1,,,
