﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-79.71620030000002544 32.90367529999997487),21344,45019,Bulls Bay Golf Club,Golf Course,9911,19
Point (-80.01784800000001496 32.90444400000001224),21352,45019,GloZone Fun Center,Amusement Park,9902,18
Point (-80.05802640000001702 32.90584430000001248),21363,45019,Wrenwoods at Charleston Air Force Base,Golf Course,9911,38
Point (-80.05820460000001049 32.90606759999997166),21366,45019,Wrenwoods Golf Course,Golf Course,9911,21
Point (-79.79973169999999527 32.91775760000001583),21430,45019,Dunes West Golf Club,Golf Course,9911,20
Point (-80.108175899999992 32.91871270000001459),21433,45035,Frankie's Fun Park,Amusement Park,9902,18
Point (-80.108175899999992 32.91871270000001459),21434,45035,Frankies Golfing Range,Golf Course,9911,22
Point (-80.03913990000000922 32.91971100000000661),21440,45019,Midland Park,Park and Recreation Area,9362,12
Point (-79.97779500000001462 32.92642840000002025),21483,45015,Yeamans Hall Club,Golf Course,9911,17
Point (-80.0249445000000037 32.93149499999998397),21508,45015,Hanahan Recreation Complex,Park and Recreation Area,9362,26
Point (-80.02255580000002055 32.932664299999999),21516,45015,John R Bettis Public Boat Landing,Park and Recreation Area,9362,33
Point (-80.63394080000000486 32.93503939999999375),21524,45029,Colleton County Recreation Center,Park and Recreation Area,9362,33
Point (-80.10947800000002417 32.93623259999998254),21534,45035,Coosaw Creek Country Club,Golf Course,9911,25
Point (-81.29123870000000807 32.93633290000002489),21535,45005,Fairdale Country Club,Golf Course,9911,21
Point (-80.04309799999998631 32.93662299999999732),21540,45019,Hillsdale Park,Park and Recreation Area,9362,14
Point (-80.0478909999999928 32.94006899999999405),21566,45019,Carolina Ice Palace,Amusement Park,9902,19
Point (-80.04599699999999984 32.94302349999998114),21594,45019,The Play Area,Amusement Park,9902,13
Point (-80.13820409999999583 32.94557650000001559),21606,45035,Wescott Country Club,Golf Course,9911,20
Point (-80.13818789999999126 32.94559079999999085),21607,45035,The Golf Club at Wescott Plantation,Golf Course,9911,35
Point (-80.23296010000001388 32.94627389999999423),21612,45035,Legend Oaks Plantation Golf Club,Golf Course,9911,32
Point (-80.12535350000001699 32.94749680000001035),21623,45035,Wescott Plantation,Golf Course,9911,18
Point (-80.17033609999998589 32.94759620000002087),21626,45035,Colonial Dorchester State Historic Site,Park and Recreation Area,9362,39
Point (-80.16446250000001328 32.94768340000001672),21627,45035,Herbert H Jessen Public Boat Landing,Park and Recreation Area,9362,36
Point (-80.20596490000002632 32.9483157000000233),21634,45035,Richard H. Rosebrock Park,Park and Recreation Area,9362,25
Point (-80.00864790000002813 32.94966490000001613),21646,45015,Fedex Ground,Park and Recreation Area,9362,12
Point (-79.93469029999999975 32.95242230000002337),21669,45015,Redbank Golf Course,Golf Course,9911,19
Point (-79.93485040000001618 32.9525140999999735),21672,45015,Redbank Plantation Golf Course,Golf Course,9911,30
Point (-80.06103080000002592 32.95285200000000714),21678,45019,Northwoods Park,Amusement Park,9902,15
Point (-79.98512640000001284 32.96620599999999968),21763,45015,Locklear Park,Park and Recreation Area,9362,13
Point (-80.05321570000000975 32.97323169999998527),21799,45019,Whirlin' Waters,Amusement Park,9902,15
Point (-80.05135860000001458 32.9770462999999836),21823,45019,Wannamaker Playground,Amusement Park,9902,21
Point (-80.05250730000000203 32.97717390000002524),21825,45019,Wannamaker County Park,Park and Recreation Area,9362,22
Point (-80.01200099999999793 32.9804149999999936),21855,45015,Greater Mount Zion Wright & Small Educational Cent,Amusement Park,9902,50
Point (-80.03632340000001477 32.9848648000000253),21890,45015,Oaks Golf & Country Club,Golf Course,9911,24
Point (-80.03383139999999685 32.98664359999997941),21900,45015,De Leon Amusements,Amusement Park,9902,18
Point (-80.01453209999999672 32.99784760000000006),21955,45015,Dogwood Park,Park and Recreation Area,9362,12
Point (-80.20178970000000618 32.99793399999998655),21956,45035,Summerville Country Club,Golf Course,9911,24
Point (-80.20160950000001776 32.99815810000001193),21960,45035,Miler Country Club,Golf Course,9911,18
Point (-80.21394500000002381 33.00037759999997888),21972,45035,Parks Field,Park and Recreation Area,9362,11
Point (-80.07734629999998788 33.0035993999999846),21993,45015,Crowfield Golf and Country Club,Golf Course,9911,31
Point (-79.48307729999999083 33.00604179999999133),22005,45019,Sandy Point Beach,Beach,9357,17
Point (-80.0574624000000199 33.00747660000001815),22011,45015,Middleton Park,Amusement Park,9902,14
Point (-80.19866760000002159 33.00838640000000623),22015,45035,James Allan Park,Park and Recreation Area,9362,16
Point (-80.16426230000001851 33.00902459999997518),22018,45035,Gahagan Park Playground,Amusement Park,9902,23
Point (-80.04574400000001333 33.01066900000000714),22025,45015,Goose Creek Recreation Commission,Amusement Park,9902,33
Point (-80.02750850000001037 33.01240239999998494),22035,45015,Feikel Field Sports Complex,Park and Recreation Area,9362,27
Point (-80.04555759999999509 33.01400599999999486),22052,45015,Eubanks Park,Park and Recreation Area,9362,12
Point (-80.04511100000001989 33.01420000000001664),22053,45015,Eubanks Park,Amusement Park,9902,12
Point (-80.18560760000002574 33.01484140000002299),22054,45035,Laurel Street Park,Park and Recreation Area,9362,18
Point (-80.16121600000002445 33.01484900000002654),22055,45019,S and E Jump Castles,Amusement Park,9902,20
Point (-80.18541690000000699 33.01496450000001914),22056,45035,Saul Alexander Park,Park and Recreation Area,9362,19
Point (-80.18047910000001366 33.01540619999997261),22061,45035,Azalea Park,Park and Recreation Area,9362,11
Point (-80.17714460000001964 33.01826160000001664),22081,45035,Azalea Park,Park and Recreation Area,9362,11
Point (-80.17580989999999019 33.01955520000001343),22093,45035,Summerville Town Square And Park,Park and Recreation Area,9362,32
Point (-80.17561100000000351 33.0196578000000045),22098,45035,Hutchinson Square,Park and Recreation Area,9362,17
Point (-80.1842909000000077 33.02355799999997998),22120,45035,Huger Playground,Amusement Park,9902,16
Point (-80.03457450000001927 33.02385739999999714),22121,45015,Dennis Park,Park and Recreation Area,9362,11
Point (-80.17669180000001461 33.02782930000000761),22150,45035,Doty Park,Park and Recreation Area,9362,9
Point (-80.10988040000000865 33.02866419999998016),22156,45015,Tom Conley Park,Park and Recreation Area,9362,15
Point (-80.2312774000000104 33.03000220000001264),22168,45035,Pine Forest Country Club,Golf Course,9911,24
Point (-80.05901770000002671 33.03001760000000786),22170,45015,Fairfax Park,Park and Recreation Area,9362,12
Point (-80.38976500000001124 33.03050669999998945),22174,45035,Givhans Ferry State Park,Park and Recreation Area,9362,24
Point (-80.1398097000000007 33.03472420000002785),22200,45015,Tomaka Playground,Amusement Park,9902,17
Point (-80.16495689999999286 33.03690820000002759),22221,45015,Destination Apocalypse,Amusement Park,9902,22
Point (-79.56108790000001818 33.0386970000000133),22234,45019,Buck Hall Boat Ramp,Park and Recreation Area,9362,19
Point (-80.14486180000000104 33.04043369999999413),22252,45015,Nexton Park,Park and Recreation Area,9362,11
Point (-80.14373000000000502 33.04296499999998105),22266,45015,Brown Family Park,Park and Recreation Area,9362,17
Point (-80.10615549999999985 33.04484039999999823),22274,45015,Music In Motion Family Fun Center,Amusement Park,9902,33
Point (-81.09036850000001095 33.06194959999999128),22364,45009,Rivers Bridge State Historic Site,Park and Recreation Area,9362,33
Point (-80.6160919000000149 33.06292309999997769),22369,45029,Colleton State Park,Park and Recreation Area,9362,19
Point (-81.09285690000001523 33.06467309999999316),22378,45009,Rivers Bridge State Historic Site,Amusement Park,9902,33
Point (-79.76278400000001056 33.07464129999999614),22413,45015,Francis Marion National Forest,Park and Recreation Area,9362,30
Point (-80.07319300000000339 33.0889751000000274),22469,45015,Cypress Point Par 3,Golf Course,9911,19
Point (-80.31346930000000839 33.0959391000000096),22505,45035,Carter Amusements,Amusement Park,9902,17
Point (-79.81123619999999619 33.13331699999997682),22740,45015,Francis Marion National Forest Huger Recreation Area,Park and Recreation Area,9362,52
Point (-79.63338900000002241 33.13834100000002536),22756,45015,Francis Marion National Forest Cycle Trail Wambaw Swamp,Park and Recreation Area,9362,55
Point (-80.01445799999999053 33.15436499999998432),22835,45015,Berkeley Country Club,Golf Course,9911,21
Point (-80.55277699999999186 33.16660300000000916),22908,45035,St George Country Club,Golf Course,9911,22
Point (-80.00660290000001851 33.19274500000000216),23026,45015,Unity Park,Park and Recreation Area,9362,10
Point (-79.97248189999999113 33.1937247000000184),23034,45015,Old Santee Canal Park,Park and Recreation Area,9362,21
Point (-81.41613130000001775 33.23713780000002771),23197,45011,Sweetwater Country Club,Golf Course,9911,23
Point (-81.37810480000001689 33.2591375999999741),23276,45011,Veterans Park,Park and Recreation Area,9362,13
Point (-80.10385519999999815 33.2687113999999724),23297,45015,Hatchery Wildlife Management Area,Park and Recreation Area,9362,33
Point (-81.14477130000000216 33.30032929999998714),23379,45009,Crestwood Country Club,Golf Course,9911,22
Point (-80.38982190000001538 33.30762210000000323),23400,45075,Holly Hill Country Club,Golf Course,9911,23
Point (-80.0004729999999995 33.31319300000001249),23419,45015,White Point Beach,Beach,9357,17
Point (-81.02436119999998709 33.31563970000001973),23426,45009,Pawpaw Country Club,Golf Course,9911,19
Point (-80.41436390000001211 33.32016900000002124),23445,45075,Roy Gilmore Park,Park and Recreation Area,9362,16
Point (-81.78233099999999922 33.3209590000000162),23449,45003,John Harley Park,Park and Recreation Area,9362,16
Point (-81.30289970000001176 33.32961299999999483),23495,45011,Barnwell State Park,Park and Recreation Area,9362,19
Point (-81.78712719999998626 33.34142059999999219),23548,45003,Jim and Lillie Golf Club,Golf Course,9911,24
Point (-79.29685280000001057 33.34535049999999501),23578,45043,Maryville Social Hall,Amusement Park,9902,21
Point (-79.27720010000001594 33.35935499999999365),23642,45043,Eastbay Park,Park and Recreation Area,9362,12
Point (-79.15272850000002336 33.36199829999998201),23650,45043,Debordieu Beach South,Beach,9357,21
Point (-79.28629710000001296 33.36829999999997654),23676,45043,Joseph Rainey Park,Park and Recreation Area,9362,18
Point (-79.14926140000000032 33.37544090000000097),23730,45043,On The Beach @ DeBordieu,Beach,9357,24
Point (-79.16329200000001265 33.37663300000002664),23737,45043,Debordieu Club,Golf Course,9911,14
Point (-79.91400010000000975 33.38018479999999499),23753,45015,St. Stephens Golf Course,Golf Course,9911,24
Point (-79.14750600000002123 33.3826209999999719),23765,45043,Debidue Beach,Beach,9357,13
Point (-79.28907470000001467 33.39099840000000086),23823,45043,By George Bingo,Amusement Park,9902,15
Point (-81.41511070000001382 33.39342599999997674),23837,45011,Williston Country Club,Golf Course,9911,22
Point (-79.1383111000000099 33.39977829999997994),23874,45043,Town of Pawleys Island Beach,Beach,9357,28
Point (-79.13801050000000714 33.40079070000001593),23883,45043,Pawleys Island South End,Beach,9357,24
Point (-79.13331970000001547 33.40924310000002606),23930,45043,Sea Sails,Beach,9357,9
Point (-81.86840960000000678 33.41824289999999564),23980,45003,Redcliffe Plantation State Historic Site,Amusement Park,9902,40
Point (-79.14400180000001228 33.41982450000000426),23990,45043,Pawleys Plantation Golf & Country Club,Golf Course,9911,38
Point (-81.69715680000001612 33.42318230000000767),24015,45003,New Ellenton Golf Course,Golf Course,9911,24
Point (-79.1694140000000175 33.42325219999997898),24017,45043,The Founders Club at Pawleys Island,Golf Course,9911,35
Point (-79.24992250000002514 33.42675530000002482),24038,45043,Wedgefield Plantation Golf Club,Golf Course,9911,31
Point (-81.06049530000001369 33.42944999999997435),24055,45075,Kountryside Golf Course,Golf Course,9911,23
Point (-79.58703239999999823 33.43639059999998153),24103,45043,Cherry Hill Country Club,Golf Course,9911,24
Point (-79.11397199999998975 33.44132519999999431),24130,45043,Pawley's Island N. Inlet,Beach,9357,24
Point (-79.16065570000000662 33.4416507999999908),24135,45043,Heritage Plantation Golf Club,Golf Course,9911,29
Point (-79.14635090000001583 33.44314489999999296),24142,45043,True Blue Plantation,Golf Course,9911,20
Point (-79.14650790000001734 33.44316300000002684),24143,45043,True Blue Golf Club,Golf Course,9911,19
Point (-79.10792450000002418 33.44964310000000296),24192,45043,Georgetown County Beach - Litchfield Beach,Beach,9357,42
Point (-81.65594989999999598 33.44999380000001565),24197,45003,The Golf Club at Cedar Creek,Golf Course,9911,28
Point (-79.15562080000000833 33.45318300000002409),24226,45043,Caledonia Golf & Fish Club,Golf Course,9911,26
Point (-79.10382740000000013 33.45743349999997918),24257,45043,Inlet Point South,Beach,9357,17
Point (-79.10245090000000801 33.46045299999997269),24281,45043,Litchfield Beach,Beach,9357,16
Point (-79.10005330000001322 33.46334120000000212),24315,45043,Litchfield Beach Access 7 S,Beach,9357,27
Point (-81.68772280000001729 33.46393249999999853),24324,45003,Carolina Golf Range,Amusement Park,9902,19
Point (-79.09945959999998877 33.46699819999997771),24341,45043,Litchfield Beach,Beach,9357,16
Point (-79.1297809000000143 33.46840200000002596),24359,45043,River Club Golf Course,Golf Course,9911,22
Point (-79.12863590000000613 33.46970800000002555),24370,45043,The River Club,Golf Course,9911,14
Point (-79.10266300000000683 33.47435059999997975),24406,45043,James W Smith Real Estate,Beach,9357,25
Point (-79.11426330000000462 33.47510390000002189),24414,45043,Litchfield Country Club,Golf Course,9911,23
Point (-79.08929840000001832 33.47893269999997301),24449,45043,Litchfield Atlantic Ocean,Beach,9357,25
Point (-79.08956330000000889 33.47898379999998042),24450,45043,Bridewater Ocean Front,Beach,9357,22
Point (-80.8528112000000192 33.48068699999998898),24460,45075,Orangeburg County Fair,Park and Recreation Area,9362,22
Point (-79.08653700000002118 33.48238199999997278),24481,45043,Magnolia Beach,Beach,9357,14
Point (-81.6634207000000174 33.48381130000001349),24492,45003,H & D,Amusement Park,9902,5
Point (-81.96268040000001065 33.4841122999999925),24493,45003,The River Golf Club,Golf Course,9911,19
Point (-81.97241550000001098 33.48416009999999687),24494,45003,North Augusta River Walk,Park and Recreation Area,9362,24
Point (-79.11393459999999322 33.48575379999999768),24514,45043,The Tradition Golf Club,Golf Course,9911,23
Point (-81.98295480000001589 33.48594020000001592),24516,45003,Boeckh Park,Park and Recreation Area,9362,11
Point (-80.46580000000000155 33.48633339999997816),24521,45075,Lake Marion Golf Course,Golf Course,9911,23
Point (-81.74265730000001895 33.48768830000000207),24534,45003,The Reserve Club at Woodside Plantation,Golf Course,9911,39
Point (-80.49005620000002637 33.49035209999999552),24555,45075,Santee National Golf Club,Golf Course,9911,25
Point (-81.70081479999998919 33.49056569999999056),24559,45003,Hole-N-One Family Fun Center,Golf Course,9911,28
Point (-81.96640200000001641 33.49174540000001343),24567,45003,Edenfield Park,Park and Recreation Area,9362,14
Point (-79.12724020000001701 33.49347130000001016),24577,45043,Willbrook Plantation,Golf Course,9911,20
Point (-81.97213540000001331 33.49425170000000662),24584,45003,Radiant Well Being,Amusement Park,9902,18
Point (-81.98292830000002596 33.49454550000001518),24593,45003,North Augusta Greenway,Park and Recreation Area,9362,22
Point (-79.1148736000000099 33.49461459999997714),24595,45043,The Reserve Club,Golf Course,9911,16
Point (-81.98225469999999859 33.49595049999999219),24606,45003,Lions Park,Park and Recreation Area,9362,10
Point (-81.97381089999998949 33.49604659999999967),24609,45003,Living History Park,Park and Recreation Area,9362,19
Point (-81.72750780000001214 33.49805309999999281),24628,45003,Woodside Plantation Country Club,Golf Course,9911,32
Point (-81.88526680000001079 33.49839400000001888),24630,45003,Harrison-Caver Park,Park and Recreation Area,9362,19
Point (-80.45639740000001439 33.49857359999998607),24633,45075,Santee-Cooper Country Club,Golf Course,9911,26
Point (-81.98687280000001465 33.50009230000000571),24645,45003,Riverview Park,Park and Recreation Area,9362,14
Point (-79.06695810000002211 33.50021980000002486),24646,45043,Georgetown County Beach - Huntington Beach State Park,Beach,9357,53
Point (-79.06529180000001134 33.5029615999999919),24676,45043,Huntington Beach,Beach,9357,16
Point (-79.0672516999999857 33.50364889999997331),24685,45043,Huntington Beach State Park,Park and Recreation Area,9362,27
Point (-81.86901590000002216 33.5036949000000277),24687,45003,Bath Poolroom,Amusement Park,9902,13
Point (-79.06765940000002502 33.50933939999998756),24725,45043,Huntington Beach State Park,Beach,9357,27
Point (-81.86011780000001181 33.50996209999999564),24731,45003,Willie Whaley Park,Park and Recreation Area,9362,18
Point (-80.90566499999999905 33.51033499999999776),24737,45075,Country Club of Orangeburg,Golf Course,9911,26
Point (-81.95685600000001614 33.51605250000000069),24797,45003,Northside Lanes,Amusement Park,9902,15
Point (-80.3233293000000117 33.52154960000001438),24835,45027,Foxboro Golf Club,Golf Course,9911,17
Point (-80.84641609999999901 33.52336259999998447),24846,45075,Hillcrest Recreational Park,Park and Recreation Area,9362,27
Point (-81.73957330000001775 33.52340459999999212),24847,45003,Houndslake Country Club,Golf Course,9911,23
Point (-81.84746000000001231 33.52463899999997921),24852,45003,Langley Pond,Beach,9357,12
Point (-80.85002880000001824 33.5264119000000278),24864,45075,Hillcrest Golf Club,Golf Course,9911,19
Point (-81.72169189999999617 33.5268477000000189),24868,45003,Odell Weeks Track,Park and Recreation Area,9362,17
Point (-81.7206176000000255 33.52791680000001406),24878,45003,H Odell Weeks Activity Center,Park and Recreation Area,9362,29
Point (-81.72052000000002181 33.52807610000002114),24881,45003,Odell Weeks Activity Center,Amusement Park,9902,27
Point (-81.72103800000002138 33.52863800000000083),24886,45003,Virginia Acres Park,Park and Recreation Area,9362,19
Point (-81.40605390000001762 33.53366899999997486),24929,45003,Schickedanz Brothers,Amusement Park,9902,20
Point (-79.02909360000001016 33.53574809999997797),24948,45043,The Point,Beach,9357,9
Point (-81.68864600000000564 33.53946899999999687),24980,45003,Citizens Park,Park and Recreation Area,9362,13
Point (-79.02282389999999168 33.5431072999999742),25009,45043,The Pointe,Beach,9357,10
Point (-79.02238230000000385 33.54398279999998067),25020,45043,Pompano St Beach Access,Beach,9357,23
Point (-81.72701100000000451 33.54438499999997703),25030,45003,Palmetto Golf Club,Golf Course,9911,18
Point (-81.72191700000001902 33.54617100000001528),25050,45003,Hopeland Gardens,Park and Recreation Area,9362,16
Point (-79.02146609999999782 33.54618269999997437),25051,45043,Sitting On The Beach,Beach,9357,20
Point (-80.5025794000000019 33.55085170000000971),25095,45075,Santee State Park,Park and Recreation Area,9362,17
Point (-81.49673760000001721 33.55091169999997192),25096,45003,Aiken State Park,Park and Recreation Area,9362,16
Point (-81.83140240000000176 33.55249969999999848),25109,45003,Midland Valley Country Club,Golf Course,9911,27
Point (-80.82690089999999827 33.55329369999998335),25113,45075,Super 8 Orangeburg Near I 26,Park and Recreation Area,9362,28
Point (-81.80586130000000367 33.55481350000002294),25122,45003,Aiken County Recreation Center,Park and Recreation Area,9362,30
Point (-81.720995500000015 33.55506539999998949),25123,45003,Aiken Library Park,Park and Recreation Area,9362,18
Point (-81.72808420000001206 33.55852670000001581),25150,45003,Aiken Golf Club,Golf Course,9911,15
Point (-81.75786840000000666 33.55945220000000973),25155,45003,Kamia Hill Park,Park and Recreation Area,9362,15
Point (-79.08450080000000071 33.55992600000001858),25158,45043,Wachesaw Plantation Golf Course,Golf Course,9911,31
Point (-81.75905870000002551 33.56031610000002274),25161,45003,Kalmia Hill Park,Amusement Park,9902,16
Point (-79.08151770000000624 33.56173139999998511),25173,45043,Wachesaw Plantation Club,Golf Course,9911,24
Point (-81.97434090000001561 33.56210110000000668),25176,45037,North Augusta Golf and Country Club,Golf Course,9911,35
Point (-79.08609380000001465 33.56249769999999444),25181,45043,On A Boat,Beach,9357,9
Point (-79.01010070000000951 33.56358380000000352),25191,45043,Garden City Beach,Beach,9357,17
Point (-81.70825660000002699 33.5636895000000095),25193,45003,Perry Memorial Park,Park and Recreation Area,9362,19
Point (-81.73182500000001482 33.56824960000000146),25221,45003,Eustis Park,Park and Recreation Area,9362,11
Point (-79.00264839999999822 33.57160770000001548),25260,45043,Yucca Beach,Beach,9357,11
Point (-79.00197980000001508 33.57241570000002184),25270,45051,Georgetown County Beach - Garden City Beach,Beach,9357,43
Point (-81.7202270000000226 33.57268940000000157),25272,45003,Osborn Park,Park and Recreation Area,9362,11
Point (-81.80004400000001397 33.57561199999997825),25299,45003,Gregg Park Civic Center,Park and Recreation Area,9362,23
Point (-78.99893930000001774 33.576906699999995),25315,45051,Garden City Pavilion Arcade,Amusement Park,9902,27
Point (-78.99893930000001774 33.576906699999995),25316,45051,Pavilion Arcade And Grill,Amusement Park,9902,25
Point (-79.0228549000000271 33.57741829999997663),25320,45051,Inlet Adventures Golf,Golf Course,9911,21
Point (-78.99880940000002738 33.57753869999999097),25321,45051,Formula Aae,Amusement Park,9902,11
Point (-81.95164230000000316 33.57782839999998714),25326,45003,Walnut Lane Neighborhood Park,Park and Recreation Area,9362,29
Point (-78.99901030000000901 33.57831590000000688),25332,45051,Garden City Beach,Beach,9357,17
Point (-78.99661420000001044 33.57891280000001188),25337,45051,End Of The Pier,Beach,9357,15
Point (-79.01798389999999017 33.58196129999998902),25365,45051,Jungle Lake Golf,Amusement Park,9902,16
Point (-79.017928100000006 33.58266939999998613),25373,45051,Sandy Monkey,Beach,9357,12
Point (-78.99323540000000321 33.58298430000002099),25380,45051,On The Beach By The Atlantic,Beach,9357,28
Point (-79.02237999999999829 33.58307170000000497),25381,45051,Winner's Circle,Amusement Park,9902,15
Point (-79.01511590000001206 33.58318600000001197),25382,45051,Gilligan's Island Funland,Amusement Park,9902,25
Point (-79.0146953999999937 33.58331259999999929),25383,45051,Gilligans Island Putt Putt,Golf Course,9911,26
Point (-78.99265239999999721 33.58376640000000179),25392,45051,Sea Bubble,Beach,9357,10
Point (-81.69995310000001609 33.58435050000002775),25398,45003,Crosland Park,Park and Recreation Area,9362,13
Point (-79.06410560000000487 33.58492780000000266),25402,45051,TPC Myrtle Beach,Golf Course,9911,16
Point (-80.22671159999998736 33.58640989999997828),25413,45027,Players Course at Wyboo Plantation,Golf Course,9911,34
Point (-80.21873390000001791 33.58669040000000905),25417,45027,Wyboo Golf Club,Golf Course,9911,15
Point (-81.72647799999998597 33.59030999999998812),25448,45003,Ernest Weaver Park,Park and Recreation Area,9362,18
Point (-78.98497720000000299 33.59091300000000047),25455,45051,Oceanside Village Beach,Beach,9357,23
Point (-79.04310240000000931 33.59192799999999579),25463,45051,International Club Villas Murrells Inlet,Golf Course,9911,40
Point (-78.98323590000001104 33.59262510000002067),25468,45051,Horry County Beach - Garden City Beach,Beach,9357,38
Point (-79.07235600000001341 33.59366799999997966),25479,45051,The Park @ Prince Creek,Park and Recreation Area,9362,23
Point (-78.98917180000000826 33.59377349999999751),25480,45051,Oceanside Village Playground,Amusement Park,9902,28
Point (-78.98117100000001756 33.59542399999997997),25498,45051,Surfside Beach At 13Th Ave S,Beach,9357,28
Point (-79.01726899999999887 33.59586699999999837),25505,45051,Indian Wells Golf Club,Golf Course,9911,22
Point (-79.01973359999999502 33.5970939000000044),25522,45051,Indian Wells Golf Course,Golf Course,9911,24
Point (-79.04207220000000689 33.59858489999999165),25542,45051,International Club of Myrtle Beach,Golf Course,9911,34
Point (-78.97773640000002615 33.59906690000002527),25547,45051,On The Beach,Beach,9357,12
Point (-78.99549450000000661 33.5994021999999859),25551,45051,Runaway Bay,Golf Course,9911,11
Point (-79.02645250000000487 33.59960580000000618),25555,45051,Indigo Creek,Golf Course,9911,12
Point (-78.99576130000002649 33.59980450000000474),25558,45051,Runaway Bay Miniature Golf,Amusement Park,9902,26
Point (-78.97706279999999879 33.60033889999999701),25564,45051,Atlantic Ocean,Beach,9357,14
Point (-79.0629594000000111 33.60055859999999939),25571,45051,Blackmoor Golf Course,Golf Course,9911,21
Point (-78.9962027000000262 33.60220579999997881),25595,45051,Tupelo Bay Golf Complex,Golf Course,9911,23
Point (-78.99678690000001779 33.60224799999997458),25596,45051,Tupelo Bay Driving Range,Golf Course,9911,24
Point (-79.02651900000000751 33.6023930000000064),25598,45051,Indigo Creek Golf Club,Golf Course,9911,22
Point (-78.98523310000001629 33.60242549999998118),25600,45051,All Children's Park,Park and Recreation Area,9362,19
Point (-79.07338090000001785 33.6048680000000104),25643,45051,Blackmoor Golf Club,Golf Course,9911,19
Point (-81.82599290000001702 33.60533600000002252),25650,45003,Sage Valley Golf Club,Golf Course,9911,21
Point (-78.99047780000000785 33.60602119999998649),25663,45051,Wild Water & Wheels,Amusement Park,9902,19
Point (-78.97203200000001289 33.60690629999999146),25673,45051,Surfside Beach,Beach,9357,14
Point (-78.98577499999998963 33.60714400000000524),25677,45051,Adventure Falls Golf,Amusement Park,9902,20
Point (-78.98577499999998963 33.60714400000000524),25678,45051,Adventure Falls Golf,Golf Course,9911,20
Point (-78.97541810000001306 33.60801659999998492),25687,45051,Fuller Park,Park and Recreation Area,9362,11
Point (-78.98417890000001762 33.61263100000002169),25733,45051,Harrison Amusemnt Company,Amusement Park,9902,25
Point (-78.96427840000001197 33.6147932999999739),25749,45051,13Th Avenue North Beach Access,Beach,9357,30
Point (-81.10371190000000752 33.61534299999999575),25756,45075,North Town Park,Amusement Park,9902,15
Point (-78.99801819999998997 33.61549430000002303),25759,45051,Huckabee Recreational Complex,Park and Recreation Area,9362,29
Point (-78.96199150000001055 33.61631219999998166),25769,45051,1512-B Lion In Da Sun,Beach,9357,21
Point (-78.96031640000001062 33.61693580000002157),25776,45051,Town of Surfside Beach,Beach,9357,22
Point (-80.75223049999999603 33.61904900000001817),25813,45017,Calhoun Country Club,Golf Course,9911,20
Point (-78.95876659999998992 33.62013680000001159),25822,45051,Playground @Beach,Amusement Park,9902,17
Point (-78.9574741000000131 33.62274800000000141),25850,45051,Ocean Lakes Arcade,Amusement Park,9902,18
Point (-78.95767299999999977 33.62297350000000051),25855,45051,Sandy Harbor MINI Golf,Golf Course,9911,22
Point (-78.95728000000002567 33.6229799999999841),25856,45051,Ocean Lakes MINI Golf,Golf Course,9911,21
Point (-78.95335679999999456 33.6282666999999833),25921,45051,Beach @ Myrtle Beach Resort,Beach,9357,27
Point (-78.95014470000000983 33.62936289999998962),25932,45051,Lakewood Playground,Amusement Park,9902,19
Point (-78.94916699999998855 33.63024339999998347),25939,45051,Beachfront At Lakewood Camping Resort,Beach,9357,37
Point (-78.94815620000002809 33.63147359999999253),25952,45051,Lakewood Arcade,Amusement Park,9902,15
Point (-78.95251980000000458 33.63294669999999087),25967,45051,Lakewood Campground Miniature Golf,Amusement Park,9902,34
Point (-81.78243600000001834 33.63376699999997754),25976,45003,Frankies Fun Park,Amusement Park,9902,17
Point (-78.94327320000002146 33.63601840000001175),26000,45051,Pirateland - Beach,Beach,9357,18
Point (-81.67737970000001724 33.6386382000000026),26040,45003,Northside Golf Club,Golf Course,9911,19
Point (-78.95173199999999269 33.63869899999997415),26042,45051,Buccaneer Bay,Amusement Park,9902,13
Point (-78.98656640000001516 33.64199300000001358),26077,45051,Wicked Stick Golf Links,Golf Course,9911,23
Point (-78.96122109999998884 33.64290010000001985),26094,45051,Prestwick Country Club,Golf Course,9911,22
Point (-81.33696919999999864 33.64314430000001721),26100,45003,Roy Warner Memorial Park,Park and Recreation Area,9362,24
Point (-78.94335599999999431 33.64455120000002353),26114,45051,Snake River Golf,Golf Course,9911,16
Point (-79.05654270000002271 33.64478350000001683),26120,45051,Island Green Golf Club,Golf Course,9911,22
Point (-78.94334040000001096 33.64528699999999617),26128,45051,Snake River Golf,Amusement Park,9902,16
Point (-78.97603770000000623 33.64620189999999411),26139,45051,Fun Warehouse,Amusement Park,9902,13
Point (-78.92742359999999735 33.65047499999997171),26194,45051,Myrtle Beach State Park,Park and Recreation Area,9362,23
Point (-79.05619710000001987 33.65225830000002816),26213,45051,Heron Point Golf Club,Golf Course,9911,21
Point (-78.92813640000002806 33.65282669999999143),26221,45051,Myrtle Beach State Park @ Beach,Beach,9357,31
Point (-78.91968100000002551 33.65597109999998793),26258,45051,Midway Swash,Beach,9357,12
Point (-78.91955840000002809 33.65764400000000478),26279,45051,Harbor Oaks Miniature Golf,Golf Course,9911,26
