﻿wkt_geom,OBJECTID,STCTYFIPS,NAME,FEATTYPE,MNFC,TEXTLENGTH
Point (-81.90359150000000454 34.92757660000000897),35935,45083,Duncan Park,Park and Recreation Area,9362,11
Point (-82.34610900000001266 34.92864659999997912),35938,45045,Pebble Creek Golf Club,Golf Course,9911,22
Point (-82.22113500000000386 34.92867599999999584),35939,45083,Stephens Park,Park and Recreation Area,9362,13
Point (-80.84338439999999082 34.93054360000002134),35940,45057,Carolina Lakes Golf Club,Golf Course,9911,24
Point (-82.23942490000001726 34.93076999999999543),35942,45045,Century Park,Park and Recreation Area,9362,12
Point (-81.02202210000001514 34.93105459999998175),35943,45091,Cedar Crest Park,Amusement Park,9902,16
Point (-81.02202790000001187 34.93114800000000741),35944,45091,Cedar Crest Park,Park and Recreation Area,9362,16
Point (-82.44993199999998978 34.93168600000001334),35945,45045,The Furman Golf Club,Golf Course,9911,20
Point (-82.22123420000002625 34.93184659999997166),35946,45083,Victor Memorial Veterans Park,Park and Recreation Area,9362,29
Point (-82.88570559999999432 34.93247589999998581),35947,45077,Keowee-Toxaway State Park,Park and Recreation Area,9362,25
Point (-82.4735913000000096 34.9325567999999862),35948,45045,Riverbend Equestrian Center,Park and Recreation Area,9362,27
Point (-81.93420800000001236 34.93260299999997187),35949,45083,Irwin Ave Park,Park and Recreation Area,9362,14
Point (-80.99954600000000937 34.93313000000000557),35952,45091,Duck Pond,Park and Recreation Area,9362,9
Point (-82.41547669999999925 34.93322519999998121),35954,45045,Summersett Golf Course,Golf Course,9911,22
Point (-81.91457900000000336 34.93384500000001935),35955,45083,Legion Park,Park and Recreation Area,9362,11
Point (-81.01958600000000388 34.93399199999998928),35956,45091,Glencairn Gardens,Park and Recreation Area,9362,17
Point (-81.00893100000001823 34.93403000000000702),35958,45091,Northside Park,Park and Recreation Area,9362,14
Point (-82.14665630000001784 34.93551300000001447),35960,45083,Stone Ledge Park,Amusement Park,9902,16
Point (-81.91293999999999187 34.93574999999998454),35961,45083,Duncan Park,Park and Recreation Area,9362,11
Point (-81.03916190000001052 34.937074999999993),35965,45091,Stadium Park,Park and Recreation Area,9362,12
Point (-82.23759699999999384 34.93762400000002799),35966,45045,Turner Park,Park and Recreation Area,9362,11
Point (-82.22424710000001369 34.93796009999999796),35969,45045,Greer City Park,Park and Recreation Area,9362,15
Point (-81.05012790000000678 34.93814300000002504),35970,45091,Calhoun Street Park,Park and Recreation Area,9362,19
Point (-81.86956880000002457 34.93947689999998829),35972,45083,Country Club of Spartanburg,Golf Course,9911,27
Point (-82.89599590000000262 34.93993019999999206),35976,45077,The Cliffs at Keowee Vineyards Golf Club,Golf Course,9911,40
Point (-81.01563889999999901 34.94174670000001015),35982,45091,Winthrop Gold Disc Golf Course,Park and Recreation Area,9362,30
Point (-82.25316020000002482 34.94184080000002268),35984,45045,Cyber Direct Solutions,Amusement Park,9902,22
Point (-81.83920590000002449 34.94204189999999244),35985,45083,Glendale Shoals,Park and Recreation Area,9362,15
Point (-81.01167370000001711 34.94222320000000082),35986,45091,Winthrop Golf Course,Golf Course,9911,20
Point (-81.04337500000002592 34.94225699999998369),35987,45091,Boyd Hill Center,Park and Recreation Area,9362,16
Point (-82.23374200000000656 34.94266599999997425),35988,45045,Springwood Park,Park and Recreation Area,9362,15
Point (-82.21940200000000232 34.94370900000001257),35994,45083,Greentown Park,Park and Recreation Area,9362,14
Point (-81.99579110000001947 34.94376799999997729),35995,45083,Big Air Trampoline Park,Amusement Park,9902,23
Point (-80.98107160000000704 34.94417470000001913),35998,45091,Manchester Park,Park and Recreation Area,9362,15
Point (-82.24284690000001774 34.94425499999999829),35999,45045,Tryon Park,Park and Recreation Area,9362,10
Point (-81.04843199999999115 34.94437099999998964),36000,45091,Constitution Park,Park and Recreation Area,9362,17
Point (-81.02927790000001096 34.94457099999999627),36001,45091,Colors,Amusement Park,9902,6
Point (-82.46465910000000576 34.94707340000002205),36011,45045,Green Valley Country Club,Golf Course,9911,25
Point (-81.02114060000002382 34.9476432000000159),36014,45091,Winthrop Park,Amusement Park,9902,13
Point (-81.93461189999999306 34.94882999999998674),36017,45083,Pocket Park,Park and Recreation Area,9362,11
Point (-81.93071900000001051 34.9490949999999998),36019,45083,Sparkle City MINI Golf,Amusement Park,9902,22
Point (-80.9435523999999873 34.94978579999997237),36021,45091,Waterford Golf Club,Golf Course,9911,19
Point (-82.43737900000002128 34.95049899999997933),36024,45045,Poinsett Park,Amusement Park,9902,13
Point (-81.93223299999999654 34.95153169999997544),36031,45083,Hub City Art Park,Park and Recreation Area,9362,17
Point (-82.9456663000000276 34.95248209999999744),36033,45073,Devils Fork State Park,Park and Recreation Area,9362,22
Point (-81.92837020000001758 34.95334709999997358),36035,45083,Barnet Park,Park and Recreation Area,9362,11
Point (-81.91194480000001477 34.95339819999998099),36036,45083,Happy Hollow Park,Amusement Park,9902,17
Point (-82.44219220000002224 34.95477759999999989),36037,45045,Trailblazer Park,Park and Recreation Area,9362,16
Point (-81.92392300000000205 34.9551710000000071),36039,45083,Brotherhood Park,Park and Recreation Area,9362,16
Point (-81.93337930000001279 34.95524999999997817),36040,45083,Speed Factory Indoor Karting,Amusement Park,9902,28
Point (-81.0093719000000192 34.95551499999999123),36043,45091,Cherry Park,Park and Recreation Area,9362,11
Point (-81.08509800000001633 34.95557300000001533),36044,45091,Oakhurst Park,Park and Recreation Area,9362,13
Point (-82.29843010000001868 34.95600810000001957),36045,45045,Crim's Golf Center,Golf Course,9911,18
Point (-81.95697890000002417 34.95631759999997712),36047,45083,Northwest Center,Park and Recreation Area,9362,16
Point (-80.94975490000001628 34.95639060000002019),36048,45091,River Park,Park and Recreation Area,9362,10
Point (-80.99680799999998726 34.95690300000001116),36051,45091,High Tech Motorsports,Amusement Park,9902,21
Point (-82.35499900000002071 34.96003600000000233),36064,45045,Northside Park,Park and Recreation Area,9362,14
Point (-81.01624390000000631 34.96043600000001561),36065,45091,Hargett Park,Park and Recreation Area,9362,12
Point (-82.35477539999999408 34.96092989999999645),36066,45045,Northside Park,Amusement Park,9902,14
Point (-81.00573639999998932 34.96112260000001015),36069,45091,Green Entertainment,Amusement Park,9902,19
Point (-81.06686799999999948 34.96148499999998194),36070,45091,Gamexpress Amusements,Amusement Park,9902,21
Point (-82.44164200000000164 34.96377569999998514),36079,45045,Spring Park Driving Range,Golf Course,9911,25
Point (-81.95028230000002623 34.96617889999998852),36086,45083,Cleveland Park,Amusement Park,9902,14
Point (-81.00515699999999697 34.96650499999998374),36087,45091,Oakwood Acres Park,Park and Recreation Area,9362,18
Point (-81.91682800000000952 34.96714600000001383),36089,45083,J. J. Adams Memorial Park,Park and Recreation Area,9362,25
Point (-81.89419129999998859 34.96803799999997864),36096,45083,Hillcrest Park,Amusement Park,9902,14
Point (-82.43179600000001983 34.9693149999999946),36103,45045,Travelers Rest City Park,Park and Recreation Area,9362,24
Point (-82.22153650000001335 34.97762899999997899),36123,45045,Greer Golf and Country Club,Golf Course,9911,27
Point (-81.9734389000000192 34.98100799999997434),36131,45083,Fantasy Island Family Amusement Center,Amusement Park,9902,38
Point (-80.99439899999998715 34.98113499999999476),36132,45091,North South Amusement Co,Amusement Park,9902,24
Point (-80.97834000000000287 34.98181490000001759),36136,45091,Goldstrike,Amusement Park,9902,10
Point (-81.97182090000001153 34.98216600000000653),36139,45083,Blessed Fun At Funtasia,Amusement Park,9902,23
Point (-80.86867430000000923 34.98308129999998073),36144,45057,Bridgemill Park,Amusement Park,9902,15
Point (-80.92504880000001322 34.98691029999997681),36160,45091,Doby's Bridge Park,Amusement Park,9902,18
Point (-81.153951300000017 34.99255249999998796),36175,45091,Carolina Downs Golf Course,Golf Course,9911,26
Point (-82.29521140000002788 34.99256520000000137),36176,45045,J Verne Smith Recreational Area,Park and Recreation Area,9362,31
Point (-81.22719580000000406 34.99764790000000403),36192,45091,York Recreation Complex,Park and Recreation Area,9362,23
Point (-81.2269615000000158 34.99774569999999585),36195,45091,York Recreational Park,Park and Recreation Area,9362,22
Point (-82.7615690000000086 34.99907799999999725),36199,45077,The Rock at Jocassee,Golf Course,9911,20
Point (-80.93807220000002189 34.9992207000000235),36200,45091,Fort Mill Golf Course,Golf Course,9911,21
Point (-80.93806799999998702 34.99928369999997813),36201,45091,Fort Mill Golf Club,Golf Course,9911,19
Point (-80.95880690000001323 35.00553009999998721),36221,45091,Harris Street Park,Park and Recreation Area,9362,18
Point (-81.0037441000000058 35.00656149999997524),36225,45091,Westminster Park,Park and Recreation Area,9362,16
Point (-80.94452960000000985 35.00754499999999325),36230,45091,Confederate Park,Park and Recreation Area,9362,16
Point (-81.80105900000000929 35.00936300000000756),36242,45083,Cowpens Park,Park and Recreation Area,9362,12
Point (-80.94937229999999317 35.01065039999997452),36247,45091,Walter Y. Elisha Park,Park and Recreation Area,9362,21
Point (-82.17327490000002399 35.01727419999997437),36278,45083,Twin Oaks Par 3 Golf and Driving Range,Golf Course,9911,38
Point (-82.69129079999999021 35.01931639999997969),36283,45077,Table Rock State Park,Park and Recreation Area,9362,21
Point (-81.26404530000002069 35.01977260000001024),36286,45091,Spring Lake Country Club,Golf Course,9911,24
Point (-81.00354490000000851 35.0218757000000096),36298,45091,Catawba River/Fort Mill Access Area,Park and Recreation Area,9362,35
Point (-81.88955090000001746 35.02287400000000162),36299,45083,Sk8erz Family Fun Center,Amusement Park,9902,24
Point (-80.97998310000002675 35.02428200000002789),36309,45091,Rock Park,Park and Recreation Area,9362,9
Point (-81.0110740000000078 35.02450499999997646),36310,45091,Pitcairn Cove Beach Park,Park and Recreation Area,9362,24
Point (-80.97619589999999334 35.02514230000002726),36317,45091,Baxter Village Green,Park and Recreation Area,9362,20
Point (-80.9750599000000193 35.02558649999997442),36319,45091,Allison Park,Amusement Park,9902,12
Point (-80.97093749999999091 35.02585440000001427),36322,45091,Shady Grove Park,Park and Recreation Area,9362,16
Point (-81.03063830000002099 35.02716070000002446),36327,45091,Pitcairn Cove Beach Park,Park and Recreation Area,9362,24
Point (-80.96882629999998926 35.02744069999999965),36328,45091,Springmaid Park,Park and Recreation Area,9362,15
Point (-81.62994420000001128 35.03043009999998958),36337,45021,Gaffney Country Club,Golf Course,9911,20
Point (-81.01463740000002645 35.03622489999997924),36365,45091,Grandview 11Th Hole - Tega Cay,Golf Course,9911,30
Point (-80.97916670000000749 35.0365755000000263),36366,45091,Baxter Village Playground,Amusement Park,9902,25
Point (-81.02141820000002781 35.03688679999999067),36367,45091,Tega Cay Golf Club,Golf Course,9911,18
Point (-82.00618090000000393 35.03839599999997745),36374,45083,North Spartanburg Park,Park and Recreation Area,9362,22
Point (-82.09850199999999631 35.03918709999999237),36379,45083,Inman Sports Complex,Park and Recreation Area,9362,20
Point (-81.01096150000000762 35.03952700000002096),36383,45091,Lookout Park,Park and Recreation Area,9362,12
Point (-80.91127360000001545 35.03954079999999749),36384,45091,Springfield Golf Club,Golf Course,9911,21
Point (-81.99204600000001619 35.04216999999999871),36390,45083,Northside Park,Park and Recreation Area,9362,14
Point (-81.65563600000001543 35.04550499999999147),36408,45021,College Park,Park and Recreation Area,9362,12
Point (-80.99133990000001404 35.04593399999998837),36413,45091,Mr Putty Fun Park,Amusement Park,9902,17
Point (-82.14221680000002834 35.05324469999999337),36449,45083,Johnson Farms,Amusement Park,9902,13
Point (-81.98239200000000437 35.0540229999999724),36456,45083,Boiling Springs Community Park,Amusement Park,9902,30
Point (-82.12756799999999657 35.05915649999997186),36494,45083,Village Greens Country Club,Golf Course,9911,27
Point (-82.1256089999999972 35.06065899999998692),36505,45083,Village Greens Golf Club,Golf Course,9911,24
Point (-81.65498000000002321 35.06531919999997626),36540,45021,Thomson Park,Park and Recreation Area,9362,12
Point (-81.65608220000001438 35.06601089999998067),36546,45021,Thompson Park,Amusement Park,9902,13
Point (-80.91728760000000875 35.07302299999997786),36589,45091,Regent Park Playground,Amusement Park,9902,22
Point (-81.65090309999999363 35.07303319999999758),36590,45021,B & E Game Room,Amusement Park,9902,15
Point (-81.65491300000002184 35.07324699999998074),36592,45021,Irene Park,Park and Recreation Area,9362,10
Point (-82.38244090000000597 35.07334769999999935),36593,45045,Cherokee Valley Golf Club,Golf Course,9911,25
Point (-82.12551849999999831 35.07393869999998515),36597,45083,Mountainview Par 3 Golf,Golf Course,9911,23
Point (-80.91800480000000562 35.07602050000002691),36614,45091,Regent Park Golf Club,Golf Course,9911,21
Point (-81.6488337000000115 35.07634910000001582),36617,45021,B & E Associate,Amusement Park,9902,15
Point (-82.26320509999999331 35.08575189999999111),36689,45045,Campbell's Covered Bridge,Park and Recreation Area,9362,25
Point (-82.48017700000002606 35.08802400000001853),36711,45045,Pleasant Ridge County Park,Park and Recreation Area,9362,26
Point (-82.46718190000001414 35.08907199999998738),36720,45045,Cliffs Club At Mountain Park,Golf Course,9911,28
Point (-82.00939010000001872 35.09386369999998578),36758,45083,Woodfin Country Club,Golf Course,9911,20
Point (-80.93402800000001207 35.09911499999998341),36796,45091,Charlie Brown's Wind-Up,Amusement Park,9902,23
Point (-82.01559120000001712 35.09960649999999305),36802,45083,Woodfin Ridge Golf Club,Golf Course,9911,23
Point (-80.94179289999999583 35.10027079999997568),36806,45091,Action Theater,Amusement Park,9902,14
Point (-80.94170289999999568 35.1002837999999997),36807,45091,Yo Yo,Amusement Park,9902,5
Point (-80.94163170000001628 35.10088910000001761),36810,45091,Southern Star,Amusement Park,9902,13
Point (-80.93878560000001698 35.10096970000000738),36811,45091,Lucy's Crabbie Cabbie,Amusement Park,9902,21
Point (-80.9419634000000201 35.10107659999999896),36815,45091,Dodgem,Amusement Park,9902,6
Point (-80.93921990000001188 35.10116399999998293),36817,45091,Snoopy's Yatch Club,Amusement Park,9902,19
