state_fips,state,geoid,census_tract_2,year,value,data_comment,tract_latitude,tract_longitude
45,South Carolina,45073030800,"Oconee County, SC - 45073030800",2016,6.60%,,+34.6414943,-082.9517476
45,South Carolina,45073030901,"Oconee County, SC - 45073030901",2016,1.20%,,+34.5605163,-083.0702931
45,South Carolina,45073030902,"Oconee County, SC - 45073030902",2016,1.90%,,+34.5674445,-082.9778172
45,South Carolina,45073031000,"Oconee County, SC - 45073031000",2016,2.90%,,+34.6292891,-083.0946501
45,South Carolina,45073031100,"Oconee County, SC - 45073031100",2016,0.90%,,+34.6726176,-083.1814126
45,South Carolina,45075010100,"Orangeburg County, SC - 45075010100",2016,0.70%,,+33.3881842,-080.3006988
45,South Carolina,45075010200,"Orangeburg County, SC - 45075010200",2016,1.10%,,+33.3204311,-080.3922399
45,South Carolina,45075010300,"Orangeburg County, SC - 45075010300",2016,1.50%,,+33.4385177,-080.4719225
45,South Carolina,45075010400,"Orangeburg County, SC - 45075010400",2016,1.00%,,+33.4713405,-080.5743439
45,South Carolina,45075010500,"Orangeburg County, SC - 45075010500",2016,0.80%,,+33.3425627,-080.6643583
45,South Carolina,45075010600,"Orangeburg County, SC - 45075010600",2016,2.10%,,+33.4186687,-080.7840432
45,South Carolina,45075010700,"Orangeburg County, SC - 45075010700",2016,2.00%,,+33.4951109,-080.7397468
45,South Carolina,45075010800,"Orangeburg County, SC - 45075010800",2016,2.00%,,+33.5616181,-080.8038102
45,South Carolina,45075010900,"Orangeburg County, SC - 45075010900",2016,2.50%,,+33.5692930,-080.9216953
45,South Carolina,45075011000,"Orangeburg County, SC - 45075011000",2016,15.00%,,+33.5254269,-080.8599676
45,South Carolina,45075011100,"Orangeburg County, SC - 45075011100",2016,7.20%,,+33.5450483,-080.8457594
45,South Carolina,45075011200,"Orangeburg County, SC - 45075011200",2016,35.50%,,+33.4986800,-080.8440100
45,South Carolina,45075011300,"Orangeburg County, SC - 45075011300",2016,37.80%,,+33.4824862,-080.8596624
45,South Carolina,45075011400,"Orangeburg County, SC - 45075011400",2016,27.90%,,+33.5011636,-080.8687913
45,South Carolina,45075011500,"Orangeburg County, SC - 45075011500",2016,4.70%,,+33.4846898,-080.9252551
45,South Carolina,45075011600,"Orangeburg County, SC - 45075011600",2016,1.60%,,+33.4474787,-080.9233131
45,South Carolina,45075011700,"Orangeburg County, SC - 45075011700",2016,0.60%,,+33.3176401,-080.8857594
45,South Carolina,45075011800,"Orangeburg County, SC - 45075011800",2016,0.70%,,+33.4920648,-081.1791302
45,South Carolina,45075011900,"Orangeburg County, SC - 45075011900",2016,0.70%,,+33.5397070,-081.0887672
45,South Carolina,45075012000,"Orangeburg County, SC - 45075012000",2016,1.40%,,+33.6313521,-081.0559758
45,South Carolina,45077010100,"Pickens County, SC - 45077010100",2016,0.40%,,+35.0169605,-082.7749320
45,South Carolina,45077010200,"Pickens County, SC - 45077010200",2016,0.90%,,+34.8872872,-082.8369628
45,South Carolina,45077010300,"Pickens County, SC - 45077010300",2016,1.20%,,+34.8111934,-082.8049294
45,South Carolina,45077010401,"Pickens County, SC - 45077010401",2016,0.40%,,+34.9652871,-082.7102022
45,South Carolina,45077010402,"Pickens County, SC - 45077010402",2016,5.10%,,+34.9027375,-082.7107738
45,South Carolina,45077010403,"Pickens County, SC - 45077010403",2016,2.40%,,+34.8488264,-082.7112797
45,South Carolina,45077010501,"Pickens County, SC - 45077010501",2016,0.60%,,+34.9720256,-082.5860046
45,South Carolina,45077010502,"Pickens County, SC - 45077010502",2016,2.00%,,+34.9029715,-082.6597995
45,South Carolina,45077010601,"Pickens County, SC - 45077010601",2016,1.40%,,+34.9108023,-082.5622379
45,South Carolina,45077010602,"Pickens County, SC - 45077010602",2016,4.00%,,+34.8637948,-082.5383536
45,South Carolina,45077010700,"Pickens County, SC - 45077010700",2016,3.90%,,+34.8679981,-082.6389058
45,South Carolina,45077010801,"Pickens County, SC - 45077010801",2016,11.00%,,+34.8349715,-082.6269605
45,South Carolina,45077010802,"Pickens County, SC - 45077010802",2016,7.40%,,+34.8426672,-082.5770296
45,South Carolina,45077010803,"Pickens County, SC - 45077010803",2016,16.00%,,+34.8134035,-082.6260189
45,South Carolina,45077010804,"Pickens County, SC - 45077010804",2016,33.30%,,+34.8226519,-082.5830564
45,South Carolina,45077010901,"Pickens County, SC - 45077010901",2016,4.40%,,+34.7835273,-082.6116798
45,South Carolina,45077010902,"Pickens County, SC - 45077010902",2016,11.70%,,+34.7991552,-082.5662724
45,South Carolina,45077010903,"Pickens County, SC - 45077010903",2016,13.70%,,+34.8165538,-082.5243038
45,South Carolina,45077011001,"Pickens County, SC - 45077011001",2016,3.30%,,+34.8147739,-082.7078787
45,South Carolina,45077011002,"Pickens County, SC - 45077011002",2016,5.40%,,+34.7760173,-082.6984761
45,South Carolina,45077011003,"Pickens County, SC - 45077011003",2016,2.20%,,+34.7504727,-082.6699358
45,South Carolina,45077011101,"Pickens County, SC - 45077011101",2016,2.20%,,+34.7346996,-082.8081851
45,South Carolina,45077011102,"Pickens County, SC - 45077011102",2016,6.00%,,+34.7109098,-082.7563613
45,South Carolina,45077011103,"Pickens County, SC - 45077011103",2016,3.80%,,+34.7566629,-082.7636169
45,South Carolina,45077011202,"Pickens County, SC - 45077011202",2016,10.40%,,+34.6464820,-082.8300268
45,South Carolina,45077011203,"Pickens County, SC - 45077011203",2016,11.80%,,+34.6792351,-082.8023449
45,South Carolina,45077011204,"Pickens County, SC - 45077011204",2016,2.20%,,+34.7401093,-082.8511800
45,South Carolina,45077011205,"Pickens County, SC - 45077011205",2016,20.50%,,+34.6834674,-082.8345660
45,South Carolina,45079000100,"Richland County, SC - 45079000100",2016,34.60%,,+34.0497425,-081.0201576
45,South Carolina,45079000200,"Richland County, SC - 45079000200",2016,38.00%,,+34.0408728,-081.0377278
45,South Carolina,45079000300,"Richland County, SC - 45079000300",2016,11.80%,,+34.0467069,-081.0624544
45,South Carolina,45079000400,"Richland County, SC - 45079000400",2016,21.90%,,+34.0350024,-081.0510468
45,South Carolina,45079000500,"Richland County, SC - 45079000500",2016,41.00%,,+34.0325295,-081.0314226
45,South Carolina,45079000600,"Richland County, SC - 45079000600",2016,24.90%,,+34.0222500,-081.0528927
45,South Carolina,45079000700,"Richland County, SC - 45079000700",2016,37.60%,,+34.0177977,-081.0406649
45,South Carolina,45079000900,"Richland County, SC - 45079000900",2016,44.50%,,+34.0295244,-081.0156371
45,South Carolina,45079001000,"Richland County, SC - 45079001000",2016,52.20%,,+34.0186611,-081.0204553
45,South Carolina,45079001100,"Richland County, SC - 45079001100",2016,36.50%,,+34.0228440,-081.0031652
45,South Carolina,45079001200,"Richland County, SC - 45079001200",2016,27.10%,,+34.0124501,-080.9939685
45,South Carolina,45079001300,"Richland County, SC - 45079001300",2016,52.60%,,+34.0080154,-081.0131624
45,South Carolina,45079001600,"Richland County, SC - 45079001600",2016,51.60%,,+34.0035118,-081.0483875
45,South Carolina,45079002100,"Richland County, SC - 45079002100",2016,38.70%,,+33.9963901,-081.0085159
45,South Carolina,45079002200,"Richland County, SC - 45079002200",2016,35.10%,,+34.0062228,-081.0007516
45,South Carolina,45079002300,"Richland County, SC - 45079002300",2016,19.20%,,+34.0020465,-080.9868760
45,South Carolina,45079002400,"Richland County, SC - 45079002400",2016,28.40%,,+34.0016746,-080.9684233
45,South Carolina,45079002500,"Richland County, SC - 45079002500",2016,32.60%,,+33.9934982,-080.9938435
45,South Carolina,45079002602,"Richland County, SC - 45079002602",2016,41.20%,,+33.9798771,-081.0027441
45,South Carolina,45079002603,"Richland County, SC - 45079002603",2016,32.70%,,+33.9782377,-080.9881560
45,South Carolina,45079002604,"Richland County, SC - 45079002604",2016,26.50%,,+33.9785836,-080.9804952
45,South Carolina,45079002700,"Richland County, SC - 45079002700",2016,37.60%,,+33.9898359,-081.0174700
45,South Carolina,45079002800,"Richland County, SC - 45079002800",2016,41.50%,,+33.9821485,-081.0333383
45,South Carolina,45079002900,"Richland County, SC - 45079002900",2016,59.00%,,+33.9936414,-081.0372080
45,South Carolina,45079003000,"Richland County, SC - 45079003000",2016,62.60%,,+34.0011753,-081.0215931
45,South Carolina,45079003100,"Richland County, SC - 45079003100",2016,75.70%,,+34.0078902,-081.0307786
45,South Carolina,45079010102,"Richland County, SC - 45079010102",2016,10.10%,,+34.1723843,-080.9792738
45,South Carolina,45079010103,"Richland County, SC - 45079010103",2016,20.20%,,+34.1714304,-080.9313751
45,South Carolina,45079010104,"Richland County, SC - 45079010104",2016,1.40%,,+34.2216804,-080.9019379
45,South Carolina,45079010200,"Richland County, SC - 45079010200",2016,1.20%,,+34.1681995,-081.0716137
45,South Carolina,45079010304,"Richland County, SC - 45079010304",2016,29.20%,,+34.0792076,-081.1443462
45,South Carolina,45079010305,"Richland County, SC - 45079010305",2016,19.60%,,+34.1045973,-081.1970626
45,South Carolina,45079010306,"Richland County, SC - 45079010306",2016,6.70%,,+34.1347747,-081.2648753
45,South Carolina,45079010307,"Richland County, SC - 45079010307",2016,2.20%,,+34.1896294,-081.2525929
45,South Carolina,45079010308,"Richland County, SC - 45079010308",2016,9.30%,,+34.1264858,-081.1762180
45,South Carolina,45079010309,"Richland County, SC - 45079010309",2016,6.80%,,+34.1136634,-081.1410202
45,South Carolina,45079010403,"Richland County, SC - 45079010403",2016,35.80%,,+34.0221797,-081.0849436
45,South Carolina,45079010407,"Richland County, SC - 45079010407",2016,22.10%,,+34.0504530,-081.0900867
45,South Carolina,45079010408,"Richland County, SC - 45079010408",2016,10.40%,,+34.0695655,-081.0984227
45,South Carolina,45079010409,"Richland County, SC - 45079010409",2016,26.80%,,+34.0607311,-081.1090990
45,South Carolina,45079010410,"Richland County, SC - 45079010410",2016,30.00%,,+34.0561676,-081.1188141
45,South Carolina,45079010411,"Richland County, SC - 45079010411",2016,40.40%,,+34.0430439,-081.1062233
45,South Carolina,45079010412,"Richland County, SC - 45079010412",2016,22.10%,,+34.0384150,-081.0773560
45,South Carolina,45079010413,"Richland County, SC - 45079010413",2016,25.10%,,+34.0284855,-081.0771615
45,South Carolina,45079010501,"Richland County, SC - 45079010501",2016,10.30%,,+34.0691862,-081.0699246
45,South Carolina,45079010502,"Richland County, SC - 45079010502",2016,19.70%,,+34.0302758,-081.0638159
45,South Carolina,45079010600,"Richland County, SC - 45079010600",2016,32.60%,,+34.0595573,-081.0263513
45,South Carolina,45079010701,"Richland County, SC - 45079010701",2016,6.90%,,+34.0833468,-081.0445633
45,South Carolina,45079010702,"Richland County, SC - 45079010702",2016,7.30%,,+34.0951978,-081.0058934
45,South Carolina,45079010703,"Richland County, SC - 45079010703",2016,32.50%,,+34.0653125,-080.9965762
45,South Carolina,45079010803,"Richland County, SC - 45079010803",2016,46.10%,,+34.0663498,-080.9682347
45,South Carolina,45079010804,"Richland County, SC - 45079010804",2016,37.10%,,+34.0549353,-080.9888888
45,South Carolina,45079010805,"Richland County, SC - 45079010805",2016,21.80%,,+34.0827631,-080.9672053
45,South Carolina,45079010806,"Richland County, SC - 45079010806",2016,18.30%,,+34.0911355,-080.9836596
45,South Carolina,45079010900,"Richland County, SC - 45079010900",2016,34.80%,,+34.0429092,-081.0163613
45,South Carolina,45079011000,"Richland County, SC - 45079011000",2016,35.90%,,+34.0427142,-081.0051450
45,South Carolina,45079011101,"Richland County, SC - 45079011101",2016,28.60%,,+34.0379947,-080.9878696
45,South Carolina,45079011102,"Richland County, SC - 45079011102",2016,24.10%,,+34.0472658,-080.9686788
45,South Carolina,45079011201,"Richland County, SC - 45079011201",2016,29.60%,,+34.0150047,-080.9762798
45,South Carolina,45079011202,"Richland County, SC - 45079011202",2016,27.60%,,+34.0260545,-080.9781370
45,South Carolina,45079011301,"Richland County, SC - 45079011301",2016,20.30%,,+34.0374796,-080.9464728
45,South Carolina,45079011303,"Richland County, SC - 45079011303",2016,31.10%,,+34.0800258,-080.9404466
45,South Carolina,45079011304,"Richland County, SC - 45079011304",2016,38.20%,,+34.0638032,-080.9420083
45,South Carolina,45079011305,"Richland County, SC - 45079011305",2016,31.90%,,+34.0553078,-080.9267630
45,South Carolina,45079011404,"Richland County, SC - 45079011404",2016,19.90%,,+34.1092531,-080.9554245
45,South Carolina,45079011407,"Richland County, SC - 45079011407",2016,5.90%,,+34.1090625,-080.7877667
45,South Carolina,45079011411,"Richland County, SC - 45079011411",2016,21.10%,,+34.1087411,-080.9119775
45,South Carolina,45079011412,"Richland County, SC - 45079011412",2016,17.00%,,+34.0874725,-080.9065740
45,South Carolina,45079011413,"Richland County, SC - 45079011413",2016,30.00%,,+34.1061891,-080.8804863
45,South Carolina,45079011414,"Richland County, SC - 45079011414",2016,26.80%,,+34.1126260,-080.8583905
45,South Carolina,45079011415,"Richland County, SC - 45079011415",2016,15.70%,,+34.1482481,-080.8586460
45,South Carolina,45079011416,"Richland County, SC - 45079011416",2016,24.80%,,+34.1725673,-080.8831730
45,South Carolina,45079011417,"Richland County, SC - 45079011417",2016,38.70%,,+34.1485824,-080.8993483
45,South Carolina,45079011418,"Richland County, SC - 45079011418",2016,30.00%,,+34.1299753,-080.8929715
45,South Carolina,45079011419,"Richland County, SC - 45079011419",2016,27.40%,,+34.1246693,-080.9027930
45,South Carolina,45079011501,"Richland County, SC - 45079011501",2016,34.60%,,+34.0183763,-080.9374698
45,South Carolina,45079011502,"Richland County, SC - 45079011502",2016,13.00%,,+33.9959495,-080.9229654
45,South Carolina,45079011603,"Richland County, SC - 45079011603",2016,27.30%,,+33.9850728,-080.9522562
45,South Carolina,45079011604,"Richland County, SC - 45079011604",2016,30.40%,,+33.9704856,-080.9678395
45,South Carolina,45079011606,"Richland County, SC - 45079011606",2016,14.30%,,+33.9661291,-080.9005535
45,South Carolina,45079011607,"Richland County, SC - 45079011607",2016,34.00%,,+33.9539740,-080.9388575
45,South Carolina,45079011608,"Richland County, SC - 45079011608",2016,27.10%,,+33.9677250,-080.9299446
45,South Carolina,45079011701,"Richland County, SC - 45079011701",2016,19.20%,,+33.9462907,-081.0037285
45,South Carolina,45079011702,"Richland County, SC - 45079011702",2016,18.00%,,+33.9347890,-080.9620891
45,South Carolina,45079011800,"Richland County, SC - 45079011800",2016,0.60%,,+33.8589467,-080.8552642
45,South Carolina,45079011901,"Richland County, SC - 45079011901",2016,6.40%,,+33.9611342,-080.8599622
45,South Carolina,45079011902,"Richland County, SC - 45079011902",2016,2.30%,,+33.9545013,-080.7936169
45,South Carolina,45079012000,"Richland County, SC - 45079012000",2016,0.80%,,+33.9116689,-080.6752843
45,South Carolina,45079980100,"Richland County, SC - 45079980100",2016,0.90%,,+34.0394315,-080.8250965
45,South Carolina,45081960100,"Saluda County, SC - 45081960100",2016,0.40%,,+34.1172525,-081.7462622
45,South Carolina,45081960201,"Saluda County, SC - 45081960201",2016,0.80%,,+33.9955697,-081.8669890
45,South Carolina,45081960202,"Saluda County, SC - 45081960202",2016,1.10%,,+33.9835560,-081.7334123
45,South Carolina,45081960300,"Saluda County, SC - 45081960300",2016,0.70%,,+34.0005513,-081.5897406
45,South Carolina,45081960400,"Saluda County, SC - 45081960400",2016,0.90%,,+33.8896333,-081.6851220
45,South Carolina,45083020301,"Spartanburg County, SC - 45083020301",2016,38.10%,,+34.9629269,-081.9384470
45,South Carolina,45083020400,"Spartanburg County, SC - 45083020400",2016,29.30%,,+34.9541386,-081.9489874
45,South Carolina,45083020500,"Spartanburg County, SC - 45083020500",2016,23.00%,,+34.9469448,-081.9517727
45,South Carolina,45083020601,"Spartanburg County, SC - 45083020601",2016,20.80%,,+34.9436658,-081.9798619
45,South Carolina,45083020602,"Spartanburg County, SC - 45083020602",2016,37.00%,,+34.9317702,-081.9805712
45,South Carolina,45083020603,"Spartanburg County, SC - 45083020603",2016,14.10%,,+34.9354348,-081.9601393
45,South Carolina,45083020701,"Spartanburg County, SC - 45083020701",2016,15.80%,,+34.9279307,-081.9512610
45,South Carolina,45083020702,"Spartanburg County, SC - 45083020702",2016,17.50%,,+34.9158346,-081.9432963
45,South Carolina,45083020800,"Spartanburg County, SC - 45083020800",2016,35.10%,,+34.9367442,-081.9385301
45,South Carolina,45083020900,"Spartanburg County, SC - 45083020900",2016,27.40%,,+34.9352379,-081.9329353
45,South Carolina,45083021001,"Spartanburg County, SC - 45083021001",2016,19.50%,,+34.9324506,-081.9235445
45,South Carolina,45083021100,"Spartanburg County, SC - 45083021100",2016,13.70%,,+34.9269747,-081.9077608
45,South Carolina,45083021200,"Spartanburg County, SC - 45083021200",2016,40.00%,,+34.9509248,-081.9167596
45,South Carolina,45083021301,"Spartanburg County, SC - 45083021301",2016,16.00%,,+34.9739544,-081.8915896
45,South Carolina,45083021302,"Spartanburg County, SC - 45083021302",2016,8.80%,,+34.9498435,-081.8897359
45,South Carolina,45083021303,"Spartanburg County, SC - 45083021303",2016,14.40%,,+34.9613348,-081.8731163
45,South Carolina,45083021401,"Spartanburg County, SC - 45083021401",2016,7.60%,,+35.0086067,-081.8784460
45,South Carolina,45083021402,"Spartanburg County, SC - 45083021402",2016,11.80%,,+35.0164539,-081.9222548
45,South Carolina,45083021403,"Spartanburg County, SC - 45083021403",2016,14.20%,,+34.9924944,-081.9122498
45,South Carolina,45083021500,"Spartanburg County, SC - 45083021500",2016,26.40%,,+34.9800448,-081.9284454
45,South Carolina,45083021600,"Spartanburg County, SC - 45083021600",2016,29.50%,,+34.9766538,-081.9550681
45,South Carolina,45083021700,"Spartanburg County, SC - 45083021700",2016,27.20%,,+34.9611074,-081.9692797
45,South Carolina,45083021802,"Spartanburg County, SC - 45083021802",2016,26.80%,,+34.9970483,-081.9699542
45,South Carolina,45083021803,"Spartanburg County, SC - 45083021803",2016,13.30%,,+35.0125503,-082.0030763
45,South Carolina,45083021804,"Spartanburg County, SC - 45083021804",2016,24.70%,,+34.9979287,-082.0170016
45,South Carolina,45083021901,"Spartanburg County, SC - 45083021901",2016,21.00%,,+34.9631089,-082.0186459
45,South Carolina,45083021902,"Spartanburg County, SC - 45083021902",2016,19.00%,,+34.9240100,-082.0181976
45,South Carolina,45083022003,"Spartanburg County, SC - 45083022003",2016,6.40%,,+34.8926326,-081.9215040
45,South Carolina,45083022004,"Spartanburg County, SC - 45083022004",2016,14.70%,,+34.9087801,-081.8635820
45,South Carolina,45083022005,"Spartanburg County, SC - 45083022005",2016,10.40%,,+34.8963095,-082.0038734
45,South Carolina,45083022006,"Spartanburg County, SC - 45083022006",2016,8.30%,,+34.8774695,-081.9760979
45,South Carolina,45083022007,"Spartanburg County, SC - 45083022007",2016,15.90%,,+34.9036817,-081.9662257
45,South Carolina,45083022101,"Spartanburg County, SC - 45083022101",2016,14.80%,,+34.9349253,-081.8645377
45,South Carolina,45083022102,"Spartanburg County, SC - 45083022102",2016,1.90%,,+34.9466202,-081.8248580
45,South Carolina,45083022201,"Spartanburg County, SC - 45083022201",2016,3.60%,,+34.9833807,-081.8364339
45,South Carolina,45083022202,"Spartanburg County, SC - 45083022202",2016,3.10%,,+34.9887462,-081.7972162
45,South Carolina,45083022302,"Spartanburg County, SC - 45083022302",2016,3.30%,,+35.0814772,-081.8434782
45,South Carolina,45083022303,"Spartanburg County, SC - 45083022303",2016,11.60%,,+35.1507291,-081.8682837
45,South Carolina,45083022304,"Spartanburg County, SC - 45083022304",2016,1.10%,,+35.1470996,-081.9381782
45,South Carolina,45083022401,"Spartanburg County, SC - 45083022401",2016,1.40%,,+35.1476875,-082.0394651
45,South Carolina,45083022403,"Spartanburg County, SC - 45083022403",2016,4.60%,,+35.0591273,-081.9183544
45,South Carolina,45083022404,"Spartanburg County, SC - 45083022404",2016,4.40%,,+35.0884832,-081.9881342
45,South Carolina,45083022405,"Spartanburg County, SC - 45083022405",2016,9.60%,,+35.0550885,-081.9892445
45,South Carolina,45083022406,"Spartanburg County, SC - 45083022406",2016,16.60%,,+35.0323381,-081.9747638
45,South Carolina,45083022500,"Spartanburg County, SC - 45083022500",2016,1.80%,,+35.1426719,-082.1528531
45,South Carolina,45083022600,"Spartanburg County, SC - 45083022600",2016,5.40%,,+35.1735263,-082.1860038
45,South Carolina,45083022700,"Spartanburg County, SC - 45083022700",2016,1.90%,,+35.0718490,-082.1665305
45,South Carolina,45083022801,"Spartanburg County, SC - 45083022801",2016,4.80%,,+35.0670185,-082.0543873
45,South Carolina,45083022802,"Spartanburg County, SC - 45083022802",2016,4.80%,,+35.0145298,-082.0963419
45,South Carolina,45083022900,"Spartanburg County, SC - 45083022900",2016,12.70%,,+35.0471492,-082.0859382
45,South Carolina,45083023001,"Spartanburg County, SC - 45083023001",2016,4.00%,,+34.9854289,-082.1621834
45,South Carolina,45083023002,"Spartanburg County, SC - 45083023002",2016,4.00%,,+34.9658718,-082.0738197
45,South Carolina,45083023101,"Spartanburg County, SC - 45083023101",2016,16.20%,,+34.9268573,-082.1335794
45,South Carolina,45083023102,"Spartanburg County, SC - 45083023102",2016,12.80%,,+34.9459973,-082.1019723
45,South Carolina,45083023201,"Spartanburg County, SC - 45083023201",2016,4.50%,,+34.9888301,-082.2097645
45,South Carolina,45083023202,"Spartanburg County, SC - 45083023202",2016,16.00%,,+34.9056795,-082.1772299
45,South Carolina,45083023301,"Spartanburg County, SC - 45083023301",2016,16.50%,,+34.9600128,-082.2129522
45,South Carolina,45083023302,"Spartanburg County, SC - 45083023302",2016,23.90%,,+34.9348111,-082.2098924
45,South Carolina,45083023401,"Spartanburg County, SC - 45083023401",2016,7.20%,,+34.9190751,-082.0587337
45,South Carolina,45083023402,"Spartanburg County, SC - 45083023402",2016,3.70%,,+34.8565445,-082.0193121
45,South Carolina,45083023403,"Spartanburg County, SC - 45083023403",2016,12.80%,,+34.8840778,-082.0792475
45,South Carolina,45083023404,"Spartanburg County, SC - 45083023404",2016,4.40%,,+34.8541635,-082.1139313
45,South Carolina,45083023405,"Spartanburg County, SC - 45083023405",2016,3.70%,,+34.8457682,-082.1726742
45,South Carolina,45083023500,"Spartanburg County, SC - 45083023500",2016,1.20%,,+34.7820839,-082.0585671
45,South Carolina,45083023600,"Spartanburg County, SC - 45083023600",2016,4.70%,,+34.7198669,-082.0268573
45,South Carolina,45083023700,"Spartanburg County, SC - 45083023700",2016,1.10%,,+34.6789415,-081.9162707
45,South Carolina,45083023801,"Spartanburg County, SC - 45083023801",2016,1.90%,,+34.8496111,-081.9031052
45,South Carolina,45083023802,"Spartanburg County, SC - 45083023802",2016,0.70%,,+34.7826575,-081.8721797
45,South Carolina,45083023900,"Spartanburg County, SC - 45083023900",2016,2.70%,,+34.8869316,-081.7864815
45,South Carolina,45085000100,"Sumter County, SC - 45085000100",2016,0.70%,,+34.0878288,-080.5369525
45,South Carolina,45085000201,"Sumter County, SC - 45085000201",2016,0.90%,,+33.9933065,-080.5847260
45,South Carolina,45085000202,"Sumter County, SC - 45085000202",2016,2.10%,,+34.0127661,-080.4618438
45,South Carolina,45085000300,"Sumter County, SC - 45085000300",2016,21.40%,,+33.9726572,-080.4673192
45,South Carolina,45085000400,"Sumter County, SC - 45085000400",2016,1.10%,,+34.0109741,-080.3232407
45,South Carolina,45085000500,"Sumter County, SC - 45085000500",2016,0.70%,,+33.9541683,-080.0572590
45,South Carolina,45085000600,"Sumter County, SC - 45085000600",2016,0.80%,,+33.8639807,-080.2555582
45,South Carolina,45085000700,"Sumter County, SC - 45085000700",2016,4.10%,,+33.9552524,-080.3123100
45,South Carolina,45085000800,"Sumter County, SC - 45085000800",2016,17.20%,,+33.9535614,-080.3493350
45,South Carolina,45085000901,"Sumter County, SC - 45085000901",2016,33.90%,,+33.9483910,-080.3732220
45,South Carolina,45085000902,"Sumter County, SC - 45085000902",2016,16.50%,,+33.9307112,-080.3812259
45,South Carolina,45085001100,"Sumter County, SC - 45085001100",2016,8.50%,,+33.9269458,-080.2929001
45,South Carolina,45085001300,"Sumter County, SC - 45085001300",2016,38.30%,,+33.9165836,-080.3525729
45,South Carolina,45085001500,"Sumter County, SC - 45085001500",2016,26.80%,,+33.9057056,-080.3508863
45,South Carolina,45085001600,"Sumter County, SC - 45085001600",2016,13.90%,,+33.8878170,-080.3407342
45,South Carolina,45085001701,"Sumter County, SC - 45085001701",2016,9.00%,,+33.9229085,-080.4073016
45,South Carolina,45085001703,"Sumter County, SC - 45085001703",2016,6.50%,,+33.8933790,-080.4217694
45,South Carolina,45085001704,"Sumter County, SC - 45085001704",2016,12.20%,,+33.8928584,-080.3795257
45,South Carolina,45085001801,"Sumter County, SC - 45085001801",2016,0.20%,,+33.7842821,-080.5316267
45,South Carolina,45085001802,"Sumter County, SC - 45085001802",2016,2.40%,,+33.9284520,-080.5360489
45,South Carolina,45085001901,"Sumter County, SC - 45085001901",2016,1.70%,,+33.8036072,-080.4217087
45,South Carolina,45085001902,"Sumter County, SC - 45085001902",2016,1.40%,,+33.8074621,-080.3395798
45,South Carolina,45085002000,"Sumter County, SC - 45085002000",2016,24.90%,,+33.9296368,-080.3508768
45,South Carolina,45087030100,"Union County, SC - 45087030100",2016,15.90%,,+34.7276446,-081.6274414
45,South Carolina,45087030200,"Union County, SC - 45087030200",2016,20.40%,,+34.7080486,-081.6317056
45,South Carolina,45087030300,"Union County, SC - 45087030300",2016,6.50%,,+34.7154252,-081.5908516
45,South Carolina,45087030400,"Union County, SC - 45087030400",2016,2.00%,,+34.7566760,-081.6377010
45,South Carolina,45087030500,"Union County, SC - 45087030500",2016,0.60%,,+34.6629992,-081.5935650
45,South Carolina,45087030600,"Union County, SC - 45087030600",2016,0.50%,,+34.6087329,-081.4943191
45,South Carolina,45087030700,"Union County, SC - 45087030700",2016,0.30%,,+34.6214610,-081.7049843
45,South Carolina,45087030800,"Union County, SC - 45087030800",2016,1.30%,,+34.8417937,-081.6902672
45,South Carolina,45087030900,"Union County, SC - 45087030900",2016,0.60%,,+34.8144497,-081.5303340
45,South Carolina,45089970100,"Williamsburg County, SC - 45089970100",2016,0.70%,,+33.7988225,-079.7949039
45,South Carolina,45089970200,"Williamsburg County, SC - 45089970200",2016,0.40%,,+33.7483996,-079.6055098
45,South Carolina,45089970300,"Williamsburg County, SC - 45089970300",2016,0.90%,,+33.7322496,-079.4268421
45,South Carolina,45089970400,"Williamsburg County, SC - 45089970400",2016,0.30%,,+33.6085250,-079.5803964
45,South Carolina,45089970501,"Williamsburg County, SC - 45089970501",2016,0.60%,,+33.6474741,-079.7149055
45,South Carolina,45089970502,"Williamsburg County, SC - 45089970502",2016,2.10%,,+33.7051116,-079.7531332
45,South Carolina,45089970600,"Williamsburg County, SC - 45089970600",2016,1.00%,,+33.6990298,-079.8814089
45,South Carolina,45089970700,"Williamsburg County, SC - 45089970700",2016,0.50%,,+33.6086383,-080.0059872
45,South Carolina,45089970801,"Williamsburg County, SC - 45089970801",2016,0.40%,,+33.5023185,-079.8244808
45,South Carolina,45089970802,"Williamsburg County, SC - 45089970802",2016,40.70%,,+33.5881766,-079.8773265
45,South Carolina,45089970900,"Williamsburg County, SC - 45089970900",2016,0.30%,,+33.4436303,-079.6714450
45,South Carolina,45091060102,"York County, SC - 45091060102",2016,21.10%,,+34.9430917,-081.0206451
45,South Carolina,45091060200,"York County, SC - 45091060200",2016,29.20%,,+34.9282234,-081.0056196
45,South Carolina,45091060300,"York County, SC - 45091060300",2016,35.50%,,+34.9144554,-081.0197342
45,South Carolina,45091060401,"York County, SC - 45091060401",2016,28.70%,,+34.9148169,-081.0342626
45,South Carolina,45091060402,"York County, SC - 45091060402",2016,11.60%,,+34.9027816,-081.0466023
45,South Carolina,45091060501,"York County, SC - 45091060501",2016,44.40%,,+34.9325443,-081.0382008
45,South Carolina,45091060502,"York County, SC - 45091060502",2016,13.30%,,+34.9213349,-081.0520735
45,South Carolina,45091060600,"York County, SC - 45091060600",2016,54.70%,,+34.9396416,-081.0309713
